	ongetwijfeld/adv	word/verb	doorsta/verb	bijzonder/adj	bekom/verb	bevrijd/verb	hoe/adj	groei_cijfer/noun	nog/adv	veiligheid_situatie/noun	klus/noun	noodzakelijk/adj	regering/noun	blijk/verb	Portugees/noun	bestrijding/noun	claim/noun	knok/verb	strijd/noun	voorspel/verb	verdedig/adj	oplossing/noun	behoorlijk/adj	reconstrueer/verb	koor/noun	rit/noun	cover/noun	schets/verb	kunstenaar/noun	demonstreer/verb	ervaar/verb	lijk/verb	op/adj	operatie/noun	leer/verb	perfect/adj	bereid/adj	zee/noun	clandestien/adj	post/noun	trek_aan/verb	altijd/adv	zelfs/adv	knot_gek/adj	begrijp/verb	al/adv	zorg/verb	beloof/verb	onderdeel/noun	Koerdisch/adj	dans/noun	echter/adv	parkoers/noun	definitie/noun	aandenken/noun	impasse/noun	opgenomen/adj	breng_op/verb	deelnemer/noun	god/noun	haal_uit/verb	zo/adv	reuze/adj	zijn/adj	brandweer/noun	voed/verb	vind/verb	meest/adj	begin/verb	beleef/verb	manoeuvreer/verb	moment/noun	tocht/noun	kwestie/noun	paar/noun	tijd/noun	sport/noun	zaak/noun	breng/verb	genoeg/adv	boekdeel/noun	uitslag/noun	positie/noun	prognose/noun	opdracht/noun	sprint/noun	het/noun	uiterst/adj	bel/noun	onderneem/verb	red/verb	publicitair/adj	kan/verb	tegenstander/noun	vreemde/noun	tafereel/noun	vang/verb	automobilist/noun	gijzelaar/noun	gedicht/noun	functioneer/verb	rente/noun	vrouw/noun	dreig/verb	avontuur/noun	opgaaf/noun	omgeving/noun	regelmatig/adj	toestand/noun	film/noun	binnenlands/adj	plotseling/adj	vracht_wagen/noun	kritiek/noun	duur/verb	ga_op/verb	verkeer/verb	toch/adv	verhaal/noun	zo/adj	ben/verb	dat/noun	opnieuw/adv	soms/adv	bestaan/noun	recent/adj	stand_DIM/noun	hulp/noun	ga_uit/verb	complex/adj	asymmetrische/adj	olie_prijs/noun	bespaar/verb	financieel/adj	woon/verb	knijp_dicht/verb	gewraakt/adj	dergelijk/adj	maak/verb	omstandigheid/noun	optie/noun	poging/noun	besluit/noun	even/adv	gemeente_kas/noun	overleef/verb	zie_uit/verb	gepaard/adj	talloos/adj	krakkemikkige/adj	stap/verb	doceer/verb	steeds/adv	trek/verb	situatie/noun	volk_raadpleging/noun	tref_aan/verb	gebied/noun	muzikaal/adj	stunt_werk/noun	leid/verb	meen/verb	blijf/verb	natuurlijk/adj	ambulanciers/noun	heel/adv	overhaast/adj	beschikbaar/adj	even/adj	warenhuis/noun	huidig/adj	voorbij/adj	koers/noun	enquête/noun	toer/noun	temeer/adv	exercitie/noun	luchtvaart/noun	ouverture/noun	kussen/noun	reis/noun	oversteek/noun	schipper/noun	slachtoffer/noun	vaak/adj	club/noun	herinner/verb	buig_om/verb	lijm/verb	standpunt/noun	wat/adv	minst/adj	onvoorspelbaar/adj	Brussels/adj	onderweg/adj	kracht/noun	weliswaar/adv	structuur/noun	iets/adv	onderneming/noun	onderwerp/noun	zeker/adv	angst/noun	chauffeur/noun	lever_op/verb	capriool/noun	president/noun	doel/noun
klus/noun	0.7698536	0.69716054	0.846982	0.6685798	0.806484	0.74823415	0.7611821	0.85040873	0.73476267	0.82812035	0.0	0.78214	0.78506863	0.7418456	0.81687725	0.8185307	0.8928585	0.82811147	0.818342	0.8452751	0.67470497	0.69801676	0.6424725	0.83822244	0.96853733	0.86959773	0.9179268	0.8375865	0.8905977	0.84483635	0.7667135	0.69507223	0.9195611	0.65245414	0.908757	0.7033819	0.7571581	0.8841615	0.92166173	0.80603343	0.68781066	0.783581	0.76520026	0.9500958	0.8428435	0.6907146	0.90786076	0.769378	0.75994575	0.9088048	0.8774445	0.59193814	0.8374346	0.7592002	0.93502474	0.8329083	0.86940175	0.9146793	0.9364869	0.88425714	0.89638704	0.64778566	0.8612047	0.8956548	0.6458668	0.8667934	0.8410172	0.78394854	0.72928846	0.8787651	0.76537937	0.7353231	0.8536116	0.76037854	0.7582049	0.79039	0.8635963	0.6673749	0.9536008	0.64439464	0.92618835	0.89731693	0.7166165	0.79847324	0.53320694	0.6816044	0.810066	0.67063355	0.93545306	0.8689828	0.81105983	0.8900527	0.67903066	0.81748194	0.9156333	0.88504016	0.57773113	0.87421775	0.7610276	0.91151375	0.78360575	0.90005666	0.86089396	0.9030827	0.7636973	0.72355115	0.78858024	0.8605159	0.765344	0.86031884	0.97813004	0.85407346	0.9105717	0.84714705	0.80889004	0.8836732	0.8833916	0.6750836	0.8084571	0.7409158	0.67932934	0.6904197	0.7075709	0.6161672	0.927138	0.91329193	0.91624004	0.6920097	0.9338801	0.6613655	0.9518246	0.9290588	0.89410615	0.82872915	0.95644504	0.7808045	0.9360877	0.78995264	0.836303	0.6967714	0.728174	0.7991244	0.84296745	0.69141006	0.84671384	0.8969967	0.81246835	0.8902889	0.8603848	0.95597076	0.9792618	0.8760961	0.72477573	0.788877	0.7082665	0.86186767	0.8141461	0.8771482	0.8418703	0.798547	0.8759916	0.87834805	0.815969	0.77510446	0.7672452	0.6614871	0.76896787	0.74488413	0.81319034	0.91417587	0.9283601	0.8660568	0.8559259	0.8893061	0.8150035	0.73665094	0.88035953	0.74256986	0.8310126	0.940311	0.8816286	0.7445724	0.9261792	0.7906029	0.6871998	0.9022298	0.9143695	0.8545036	0.58781254	0.85773385	0.6214671	0.9150696	0.71378034	0.8288608	0.8718757	0.7879379	0.6938112	0.6945807	0.76039773	0.80127805	0.7563721	0.55349725	0.8523352	0.8132414	0.8638736	0.8646419	0.83462614	0.79743576
noodzakelijk/adj	0.7043076	0.80496925	0.7116122	0.7041463	0.8353398	0.86534494	0.7523991	0.8264299	0.8701976	0.7785915	0.78214	0.0	0.7197098	0.811353	0.9563908	0.5455041	0.7868737	0.79479414	0.76912713	0.8716557	0.79506546	0.67809993	0.654477	0.8603039	0.94066286	0.9291195	0.92170703	0.778798	0.8905517	0.8530781	0.7515932	0.6768478	0.7360359	0.46991092	0.84503484	0.72369546	0.625756	0.868857	0.57737863	0.76126033	0.9149978	0.7404195	0.75845516	0.9585409	0.8272226	0.86031497	0.83086085	0.72611225	0.5930519	0.8618652	0.8324306	0.54771304	0.8824498	0.6315056	0.9687386	0.71576995	0.8783996	0.71868867	0.9594617	0.80604124	0.9262979	0.6810777	0.7754909	0.7307862	0.85722965	0.8789292	0.69450915	0.7704488	0.8613076	0.9116175	0.8577463	0.82548636	0.79853153	0.618961	0.921706	0.82372904	0.8352431	0.5909358	0.89886177	0.6884354	0.82693905	0.94269687	0.72670794	0.79026663	0.7988486	0.8811774	0.7181671	0.5820168	0.91441745	0.78713757	0.826064	0.64329576	0.649037	0.7538395	0.7731936	0.7753334	0.8515183	0.8539698	0.8847194	0.8943606	0.7098999	0.8041607	0.8621617	0.81584823	0.818735	0.68892634	0.7399454	0.80187523	0.7007067	0.8199542	0.76574343	0.8206271	0.853585	0.72779334	0.7796915	0.9374066	0.81121737	0.6146571	0.85663754	0.6206758	0.65226835	0.7712372	0.88351434	0.70617485	0.73938584	0.8034569	0.8877451	0.6799791	0.8722499	0.52951574	0.8256848	0.79253733	0.76601595	0.5818277	0.94115984	0.8326299	0.7523647	0.5536293	0.78877664	0.63858753	0.76324046	0.7533187	0.76709855	0.74193853	0.6209576	0.7006645	0.805196	0.6450351	0.6921693	0.85714424	0.8788749	0.94974357	0.7128943	0.90534544	0.5987377	0.77550817	0.86848056	0.7303253	0.8265347	0.7337508	0.71526384	0.71305966	0.8095502	0.7022997	0.8611807	0.69503975	0.777011	0.625186	0.82028174	0.92419904	0.6915535	0.85924894	0.88227874	0.7966683	0.9319924	0.60630536	0.64364505	0.564075	0.9016965	0.856729	0.76427156	0.75647193	0.7971003	0.7769538	0.6559315	0.76558185	0.8876661	0.9309388	0.87968206	0.7009192	0.72930527	0.733934	0.6909848	0.9177164	0.85744095	0.78345954	0.69899505	0.6147621	0.81239307	0.5794366	0.6682099	0.73268276	0.8425529	0.83135116	0.74530715	0.8294959	0.85688317	0.6561837
regering/noun	0.86898893	0.7982578	0.864887	0.86869776	0.95763046	0.8015598	0.91873837	0.74361145	0.8820027	0.73022044	0.78506863	0.7197098	0.0	0.836622	0.9308747	0.7767981	0.766791	0.85043824	0.76914513	0.7757123	0.8573691	0.66143215	0.7778243	0.91773707	0.9659088	0.9122855	0.9162571	0.88767534	0.9334582	0.91835904	0.9323009	0.75426054	0.9449736	0.81334686	0.94737405	0.88031495	0.7714139	0.92494667	0.8134751	0.7396405	0.877259	0.83882535	0.77804273	0.9621834	0.7622942	0.8819998	0.90572727	0.6658424	0.89651704	0.79139745	0.97056985	0.7000433	0.9692476	0.74105996	0.9987691	0.6267209	0.96788025	0.8086243	0.95134383	0.883935	0.94830656	0.87664306	0.9282519	0.92218685	0.9209975	0.8335483	0.7709103	0.8786384	0.9633064	0.97048247	0.8618447	0.9697198	0.85813683	0.7503531	0.92919683	0.9086027	0.96015835	0.69539917	0.8877865	0.94276977	0.8887541	0.95280576	0.77472526	0.8086133	0.88499606	0.943778	0.9610231	0.74875396	0.9546169	0.6438589	0.8274451	0.8260045	0.77077365	0.7693721	0.9182812	0.9376148	0.78300095	0.9080463	0.6953763	0.98979205	0.788432	0.7855921	0.87371415	0.6168319	0.7971576	0.912941	0.92785364	0.8440364	0.80167776	0.98854464	0.68893826	0.9071964	0.85736436	0.7134459	0.9406607	0.902946	0.836327	0.8934288	0.9664986	0.9590815	0.86044	0.8635304	0.6877984	0.85480857	0.9120587	0.8325319	0.94635946	0.7511115	0.76865226	0.8598094	0.8271628	0.75331074	0.8158466	0.7225256	0.98957247	0.9303332	0.809152	0.69835365	0.9404885	0.79165083	0.8864298	0.6204548	0.7151786	0.8336106	0.89498556	0.8720757	0.97126335	0.9051447	0.8261193	0.882377	0.7494697	0.9735436	0.77872866	0.9355862	0.77653646	0.6864083	0.94995785	0.8268967	0.9532738	0.8073197	0.79983443	0.6601875	0.75551146	0.9619863	0.9035218	0.88660294	0.6522396	0.8613154	0.8913443	0.8741397	0.70129395	0.8373518	0.7721191	0.9103486	0.95733	0.8219773	0.9294943	0.70930934	0.9572972	0.9440247	0.8174943	0.87961227	0.7688332	0.8516648	0.853283	0.7867961	0.92219317	0.9338864	0.7787929	0.6227883	0.86009824	0.9134764	0.88055074	0.8789903	0.8258747	0.89650553	0.74548745	0.8234832	0.82816845	0.7230725	0.8355892	0.7967874	0.9339816	0.84671944	0.8324733	0.9566725	0.35026753	0.8411986
blijk/verb	0.8193426	0.80874515	0.81594837	0.81801474	0.9479612	0.9041504	0.83983386	0.7601901	0.8499035	0.81008554	0.7418456	0.811353	0.836622	0.0	0.90055615	0.8823302	0.92124295	0.84927577	0.96369404	0.66875476	0.8466518	0.8421777	0.7774148	0.91865337	0.95554435	0.849964	0.83116347	0.8584058	0.8569786	0.8829641	0.7399117	0.5880382	0.92452323	0.7928106	0.6466714	0.8581629	0.87538064	0.96486604	0.89611316	0.8429189	0.93908423	0.7551697	0.62823427	0.957038	0.8627657	0.8297281	0.87812304	0.89805096	0.8022645	0.93645465	0.92643476	0.6713798	0.8618915	0.77985126	0.9729463	0.9070304	0.7211369	0.8569372	0.7509383	0.97359484	0.94564915	0.7692967	0.9156422	0.8454078	0.92029214	0.7937356	0.6885486	0.58746314	0.92494816	0.92361903	0.738118	0.8452381	0.9582005	0.89395595	0.9461579	0.9046848	0.90475917	0.8374408	0.9422165	0.8373756	0.704164	0.6505978	0.92134595	0.62327754	0.79687035	0.91690314	0.7892489	0.73919964	0.96341336	0.90962315	0.9636968	0.877849	0.88210666	0.8486815	0.9466771	0.8723278	0.8139018	0.67611057	0.93796736	0.80526805	0.81439894	0.88697624	0.8881726	0.9363007	0.9020888	0.72461236	0.8541517	0.8071232	0.81801504	0.779749	0.87719697	0.89056206	0.87783504	0.86082184	0.92388314	0.95942885	0.90770566	0.78323734	0.86163	0.78244233	0.5294444	0.74654496	0.8241678	0.7606777	0.95997596	0.51961	0.92246747	0.8265038	0.753141	0.66671133	0.90177816	0.82023954	0.9444523	0.8440499	0.9522511	0.86536086	0.87718546	0.70527333	0.8312653	0.745999	0.8373433	0.85676485	0.8305023	0.79351705	0.838323	0.8993152	0.73169154	0.8339363	0.8767763	0.8748321	0.9407453	0.86598665	0.74249303	0.9493194	0.82672346	0.76708496	0.87259597	0.8658122	0.903106	0.8618494	0.79712987	0.8682714	0.7893542	0.7775621	0.9442152	0.77786905	0.88042957	0.7578962	0.9288008	0.84459007	0.9106264	0.88997376	0.86310184	0.50413144	0.937915	0.7359867	0.8600201	0.7920852	0.8820364	0.9709637	0.9038895	0.8955481	0.92155224	0.84728533	0.7610475	0.89623535	0.82511777	0.8890182	0.80517936	0.880312	0.88358665	0.8543572	0.71474826	0.93086225	0.9204855	0.94645923	0.7411752	0.8378569	0.78935087	0.65557134	0.663118	0.7896361	0.9206926	0.89637494	0.70692545	0.8513114	0.9335681	0.9525779
Portugees/noun	0.8160876	0.9037905	0.89698225	0.8518082	0.65870136	0.91397107	0.7738789	0.9066262	0.7851604	0.9315311	0.81687725	0.9563908	0.9308747	0.90055615	0.0	0.9647293	0.96560025	0.89248157	0.81004477	0.9207338	0.87913847	0.9280038	0.8628805	0.7838128	0.9528415	0.934047	0.902617	0.7784741	0.85186666	0.91351	0.8902052	0.85624146	0.96685463	0.9292875	0.6085578	0.7376039	0.9613448	0.79285693	0.72371614	0.9436081	0.72064775	0.8500911	0.8350227	0.76116884	0.71500623	0.79043627	0.85532296	0.82621	0.8352302	0.8604335	0.85340273	0.76233643	0.90508246	0.8086203	0.92381185	0.8475015	0.88264203	0.9407554	0.85609233	0.89258075	0.8260974	0.8086414	0.84344995	0.9447456	0.93688506	0.9430075	0.94622326	0.81659925	0.80133766	0.7485064	0.86823994	0.8069011	0.90166944	0.94394225	0.7410339	0.8455696	0.83431065	0.948505	0.9265729	0.9226694	0.8703146	0.9513837	0.8949403	0.88579136	0.94374883	0.6648728	0.9460547	0.8976117	0.9108996	0.88602716	0.93397635	0.8607908	0.8236491	0.8545742	0.74563104	0.7494966	0.7603506	0.85379297	0.88519156	0.6210817	0.85409516	0.8888118	0.8258711	0.9601585	0.782128	0.94739896	0.7999264	0.8186437	0.854143	0.89487714	0.9298901	0.85193616	0.8926778	0.86877275	0.92907023	0.90298754	0.8646052	0.8509604	0.7606421	0.9635857	0.9101331	0.94550866	0.7654284	0.78076375	0.89892244	0.8586352	0.73699415	0.945628	0.9427059	0.89524156	0.8953252	0.94597286	0.9344426	0.8458363	0.77087545	0.8270256	0.80488706	0.8291095	0.94369185	0.8357355	0.96758735	0.91462004	0.98230773	0.87625647	0.95750797	0.8283158	0.8942049	0.80694026	0.7835393	0.68832475	0.9002475	0.8293803	0.8341836	0.8453599	0.8499877	0.89730567	0.81986976	0.86383307	0.80762076	0.7975861	0.8890699	0.9196801	0.9568669	0.87168133	0.913854	0.8331944	0.81486607	0.9891284	0.9017627	0.9045749	0.9727711	0.79608315	0.87051016	0.84712243	0.7151086	0.8290662	0.95680183	0.8480655	0.8861087	0.9329009	0.8964966	0.8710315	0.89821583	0.8898994	0.8256918	0.8604816	0.8222325	0.9771204	0.8230139	0.9142274	0.7851902	0.9439015	0.825753	0.9408755	0.7635418	0.8648578	0.7987199	0.8850129	0.7964282	0.8642729	0.8691747	0.92507666	0.894366	0.8627329	0.7218262	0.7246376	0.8536237	0.89486206
bestrijding/noun	0.8905469	0.9280411	0.94406897	0.92710924	0.8831703	0.84838486	0.9675201	0.8728641	0.895084	0.8185574	0.8185307	0.5455041	0.7767981	0.8823302	0.9647293	0.0	0.76376027	0.9622111	0.7614669	0.9491741	0.9042134	0.71936476	0.92332876	0.94282854	0.9764438	0.98090744	0.98847485	0.95427805	0.9459039	0.8646991	0.90730083	0.8297534	0.95523834	0.59316206	0.98339087	0.93307585	0.74242556	0.8310877	0.81762403	0.806455	0.9693526	0.86135334	0.9273083	0.9886794	0.97129434	0.9467909	0.8765477	0.6927347	0.8266738	0.65903836	0.95299894	0.74566925	0.95525324	0.79587543	0.9748774	0.825799	0.8830707	0.8887466	0.99374944	0.85822785	0.966984	0.961298	0.9647854	0.92444	0.7594655	0.9257495	0.7684976	0.88573813	0.9798965	0.9927249	0.90507424	0.8863209	0.85442126	0.67030966	0.97628504	0.93239343	0.94610053	0.6505617	0.9132245	0.95038193	0.8957923	0.98725414	0.8363295	0.89469457	0.8543839	0.9691879	0.86816823	0.8792982	0.9596887	0.85655034	0.776922	0.79374343	0.8539536	0.8873431	0.9094634	0.88894814	0.88407266	0.92478395	0.9461596	0.953943	0.8633174	0.9186295	0.88351625	0.81234163	0.8748604	0.907423	0.92507774	0.8911778	0.80330163	0.9119008	0.8204051	0.92422044	0.964712	0.8932001	0.9681223	0.90749705	0.8769434	0.9475491	0.9438027	0.9725286	0.7001457	0.81553924	0.886422	0.87084305	0.92161256	0.9437923	0.83166325	0.41781127	0.9526267	0.827288	0.82724375	0.8759043	0.85964453	0.66944253	0.865998	0.8741507	0.87521267	0.7727261	0.8629251	0.86387485	0.7587288	0.8407862	0.85766876	0.8446689	0.8052665	0.81647575	0.9955199	0.77197134	0.82837045	0.90318704	0.85535073	0.9865805	0.91924214	0.9581093	0.7693906	0.785434	0.8871845	0.6125133	0.9315578	0.8436968	0.8532372	0.7434391	0.8517866	0.9162904	0.7957933	0.96528757	0.8207028	0.5429504	0.9794729	0.97851926	0.8731228	0.99271244	0.9347525	0.9460622	0.9204077	0.85445863	0.7158489	0.7426518	0.9919182	0.9616034	0.79892266	0.8570193	0.8877148	0.81287354	0.84028983	0.8426111	0.96106607	0.9764383	0.92754155	0.85448354	0.96704894	0.923194	0.90152925	0.8118712	0.8915733	0.9045134	0.86406493	0.768782	0.9412138	0.7373432	0.8599049	0.92052346	0.9564281	0.9238117	0.85812485	0.8950614	0.86218	0.7955717
claim/noun	0.85237277	0.82762957	0.81027085	0.912607	0.74304223	0.9006557	0.9371873	0.8038807	0.9281738	0.8999289	0.8928585	0.7868737	0.766791	0.92124295	0.96560025	0.76376027	0.0	0.95954674	0.8746566	0.8795298	0.9659201	0.80857205	0.9000326	0.9596305	0.938093	0.98703915	0.9847744	0.92910254	0.9814556	0.8763334	0.88353103	0.9402462	0.95989007	0.6924797	0.94657415	0.9683602	0.76875913	0.9616509	0.9542735	0.80213606	0.9859932	0.9377541	0.772203	0.9751152	0.92006046	0.8139839	0.8952969	0.8605497	0.8551481	0.87394434	0.94742745	0.65696216	0.85514915	0.7974386	0.93881136	0.71149004	0.97968644	0.8404038	0.9864135	0.94027394	0.9226775	0.9281845	0.98952454	0.942887	0.94445354	0.8460227	0.90797967	0.8896337	0.9899924	0.9758915	0.96707845	0.85859746	0.93976724	0.8370472	0.9512103	0.9744975	0.9536642	0.64895475	0.96887046	0.905811	0.869796	0.95388615	0.7744057	0.8399781	0.8649489	0.9892536	0.970691	0.9573929	0.97600144	0.8028556	0.8987502	0.8171881	0.82018846	0.9022422	0.8942048	0.7483026	0.9769527	0.9089705	0.8504257	0.92809254	0.8352576	0.8657445	0.9193493	0.6846373	0.8384991	0.92927146	0.9062608	0.8229754	0.56954455	0.8818892	0.8942464	0.91579056	0.93543905	0.8467756	0.9643961	0.86541396	0.79909503	0.88928854	0.87124896	0.9859557	0.92248416	0.9805938	0.85696536	0.89571697	0.7416342	0.95201343	0.9139827	0.71819216	0.92948586	0.85555476	0.8373808	0.85015875	0.8030896	0.7541446	0.94018865	0.82808757	0.8246195	0.76905876	0.8760065	0.68159354	0.7726593	0.92889583	0.6740615	0.91421735	0.766186	0.87130076	0.97219396	0.7841453	0.88728553	0.8980087	0.8095155	0.99643296	0.8842473	0.9790668	0.6512618	0.7161759	0.76864606	0.7932427	0.97208226	0.7062713	0.77266824	0.7036214	0.9297112	0.9027237	0.841316	0.96056014	0.8965027	0.85983497	0.85080343	0.7107869	0.8641896	0.98368394	0.89753056	0.87869203	0.9421104	0.91084784	0.8651799	0.79803044	0.9591312	0.9935384	0.94436294	0.98425496	0.9509504	0.7376133	0.81538415	0.7081287	0.87503016	0.9640417	0.9123156	0.81557405	0.95779693	0.93352413	0.8731492	0.84041506	0.9492874	0.9701793	0.846614	0.76418835	0.966884	0.5138188	0.84423214	0.9359174	0.8522511	0.9511069	0.79027534	0.8888912	0.810747	0.99935526
knok/verb	0.8331339	0.78685004	0.8747095	0.81771165	0.9826087	0.8438966	0.74192715	0.9609714	0.75636023	0.9665932	0.82811147	0.79479414	0.85043824	0.84927577	0.89248157	0.9622111	0.95954674	0.0	0.72039783	0.90285355	0.71744746	0.8574908	0.7881508	0.7998918	0.9576656	0.9192698	0.89702964	0.91333944	0.95593435	0.94329333	0.7755997	0.76369876	0.9864812	0.8704829	0.633505	0.8748523	0.7465896	0.8862239	0.8575797	0.8439132	0.8996707	0.6217723	0.716732	0.9717598	0.8755845	0.88095844	0.92466927	0.928705	0.91423845	0.9639057	0.9674285	0.6847892	0.9070974	0.95422745	0.92081445	0.8976525	0.9490449	0.76512885	0.9197261	0.77219236	0.94904274	0.8139443	0.95661795	0.9610971	0.94603133	0.88498855	0.7590669	0.9038933	0.95936215	0.8592223	0.7584742	0.9516998	0.842211	0.81802213	0.9663575	0.87001383	0.91290754	0.9200265	0.9236572	0.7065954	0.9788779	0.9452613	0.8580569	0.9246647	0.90478766	0.88292676	0.82937205	0.85372055	0.9614497	0.93796974	0.77559185	0.8739085	0.6893103	0.83236086	0.8505564	0.9701204	0.9010795	0.88516	0.81665146	0.96981496	0.8413004	0.8883296	0.78514373	0.8813081	0.8769307	0.8626841	0.8639139	0.89995426	0.9336713	0.95752823	0.9227266	0.8356431	0.9461147	0.94360304	0.8729452	0.99245787	0.7621485	0.63297	0.98294854	0.84100497	0.7621166	0.8257418	0.67110443	0.8520281	0.71906245	0.96210986	0.87520564	0.8342543	0.934877	0.9180632	0.84304595	0.941662	0.9324538	0.7703252	0.8772088	0.896358	0.8601517	0.8076575	0.94366795	0.7237859	0.93176323	0.8575101	0.9529784	0.977639	0.9386541	0.67788756	0.8579893	0.8800651	0.9257209	0.90332055	0.96597457	0.8841794	0.7432611	0.9420182	0.8603964	0.9311496	0.9256276	0.96571517	0.96425915	0.9215735	0.8109588	0.8778967	0.7159773	0.7805841	0.95006114	0.8377849	0.9322867	0.83766574	0.918301	0.8845485	0.76048326	0.80349344	0.9061768	0.9318589	0.93322176	0.9002125	0.84792197	0.8156995	0.87519306	0.9896407	0.8711187	0.754192	0.9530828	0.8565692	0.8643767	0.6019394	0.90520597	0.76568705	0.8956002	0.7855872	0.8348179	0.94113696	0.8754469	0.97419095	0.90387684	0.64848465	0.7368165	0.9360148	0.8914962	0.82932067	0.96899784	0.79474205	0.9313181	0.8951521	0.92723554	0.90521866	0.82157576	0.7566735
strijd/noun	0.8624126	0.94584554	0.92563117	0.92898375	0.93418086	0.9277249	0.8161255	0.8462865	0.9146488	0.890872	0.818342	0.76912713	0.76914513	0.96369404	0.81004477	0.7614669	0.8746566	0.72039783	0.0	0.84328085	0.88714474	0.6770568	0.9102558	0.8917556	0.8698634	0.92550904	0.9260409	0.90791595	0.97585696	0.7726185	0.91154134	0.91979414	0.98125476	0.75542355	0.8721223	0.9460993	0.9127979	0.8415227	0.80721414	0.85408765	0.9074273	0.9096264	0.7471978	0.91893125	0.95575607	0.8537502	0.9686062	0.7780638	0.8709945	0.5775348	0.92376184	0.79583085	0.94399834	0.76466966	0.9469754	0.8550814	0.85286444	0.92624176	0.9993308	0.68772525	0.86004174	0.8391314	0.9482734	0.95475906	0.9567752	0.9128408	0.9626172	0.8391325	0.9418385	0.8655194	0.9041639	0.91595644	0.7921312	0.44750422	0.8658982	0.90610814	0.91193295	0.6123259	0.97972095	0.8257647	0.8880223	0.9239303	0.88539195	0.9018533	0.9119102	0.86649287	0.922387	0.8131435	0.9616028	0.95199025	0.94403243	0.88914657	0.85004	0.8724134	0.8159207	0.84530807	0.81013805	0.9289169	0.8400843	0.90916854	0.9309685	0.8982458	0.76726097	0.77606213	0.77767414	0.91987777	0.8517932	0.9319817	0.8931879	0.881007	0.8030913	0.85184944	0.93472916	0.8804	0.93289983	0.91523427	0.90118223	0.89443564	0.88818693	0.95002514	0.9035799	0.94469774	0.841349	0.8063086	0.70785034	0.9476955	0.9689497	0.717605	0.8859931	0.9151833	0.8293683	0.83406645	0.9396704	0.8317834	0.8982793	0.91305536	0.89275527	0.8471834	0.9204895	0.8338756	0.95673424	0.8450552	0.93087083	0.88495785	0.92991674	0.8164376	1.0	0.89252985	0.78200185	0.84230167	0.9259401	0.98018855	0.8487811	0.9914202	0.873224	0.75763464	0.97221404	0.5706418	0.8706577	0.86128867	0.8138627	0.83852816	0.90668243	0.9437833	0.9742504	0.9189781	0.9359057	0.94805294	0.82390326	0.9434056	0.8764012	0.9309673	0.92691237	0.95021945	0.7686223	0.8903124	0.886171	0.70104235	0.7674273	0.96883553	0.8133707	0.8017311	0.94460475	0.84691554	0.85856736	0.8008015	0.889035	0.93025905	0.9186592	0.86331207	0.9008292	0.95746684	0.8726644	0.92190874	0.9463787	0.7859061	0.8552017	0.90262043	0.90660566	0.86673546	0.885482	0.8496983	0.8461808	0.9256312	0.9674328	0.9036232	0.7117584	0.9062122
voorspel/verb	0.82362515	0.892514	0.7968263	0.8660929	0.8866576	0.93967074	0.80419254	0.39255357	0.8567986	0.7895675	0.8452751	0.8716557	0.7757123	0.66875476	0.9207338	0.9491741	0.8795298	0.90285355	0.84328085	0.0	0.94581926	0.9234952	0.73392504	0.8409831	0.9687685	0.676985	0.9456526	0.81767374	0.9537301	0.85876656	0.8429902	0.82562053	0.98969537	0.8936476	0.8151402	0.8044487	0.9175551	0.92436016	0.95250964	0.91310173	0.74425876	0.8510152	0.7327728	0.9343607	0.8378403	0.83100265	0.6444781	0.88891417	0.9063786	0.94575626	0.9006533	0.7436862	0.9004537	0.74840516	0.9814112	0.8856098	0.92124254	0.78013086	0.6812613	0.9269878	0.96252006	0.8100889	0.90322167	0.8790324	0.96282166	0.62764454	0.93561804	0.7014878	0.9459843	0.91284513	0.89184976	0.85156727	0.93149436	0.9074646	0.92868674	0.9176589	0.8424632	0.8530464	0.9197655	0.80901295	0.7351869	0.61924857	0.93913794	0.3577786	0.90377283	0.7893746	0.8866632	0.78479004	0.9770097	0.92834663	0.93848044	0.92711985	0.83723915	0.7997427	0.93180966	0.9176789	0.6349447	0.91712165	0.89354503	0.9293257	0.81874365	0.5338259	0.9336895	0.8568128	0.8742484	0.8598221	0.86840117	0.8481812	0.8376955	0.91132975	0.62439734	0.8723134	0.99012744	0.9096207	0.88148767	0.9364292	0.92220116	0.84942174	0.9289193	0.8646213	0.86082333	0.7797595	0.6999465	0.80872154	0.9004531	0.49741387	0.9580597	0.9396175	0.36788315	0.8330038	0.94116515	0.46297503	0.856178	0.8338882	0.9633354	0.908266	0.9717987	0.68082905	0.8338851	0.81041205	0.9327833	0.8765006	0.8417168	0.70355636	0.9226488	0.87025076	0.79532564	0.76207346	0.9051241	0.9759189	0.9565437	0.9300678	0.8388987	0.9770782	0.8452483	0.76599556	0.92607737	0.84389746	0.9257802	0.966605	0.6922749	0.8245087	0.63803697	0.8314414	0.9837631	0.8640356	0.9604481	0.9260149	0.8432254	0.8497263	0.639944	0.6344798	0.44905603	0.68690383	0.9845308	0.7951384	0.88549083	0.65220296	0.8315295	0.9785465	0.922028	0.9440982	0.9563892	0.9396381	0.7706395	0.91155326	0.7644727	0.7018424	0.948337	0.9528108	0.83170307	0.89684427	0.548794	0.97816145	0.9185219	0.8513152	0.5530317	0.870998	0.5160216	0.76766753	0.8196511	0.82521164	0.76288146	0.97412616	0.6622355	0.8658371	0.8655627	0.9192741
