	kwetsuur/noun	gezag/noun	voldoende/adv	kom_terug/verb	Amsterdams/adj	cabaretier/noun	ben/verb	samenleving/noun	olie_prijs/noun	thuisploeg/noun	tijdig/adj	36-jarige/adj	onbemand/adj	laat/verb	ziekte/noun	golfer/noun	eveneens/adv	dien/verb	water_kanon/noun	krachtig/adj	enigszins/adv	kerk_toren/noun	Amerikaans/adj	meteen/adv	word/verb	waarschijnlijk/adj	Champions/noun	populatie/noun	lies_blessure/noun	water_kwaliteit/noun	aandeel_beurs/noun	help/verb	vanochtend/adv	democratie/noun	probeer/verb	nauwelijks/adv	wereld_gemeenschap/noun	misstap/noun	meer/adv	rij_richting/noun	tijd/noun	systeem/noun	bevolking_groep/noun	veiligheid/noun	naai/verb	schade/noun	doelman/noun	norm/noun	hart_operatie/noun	goed/adj	woning/noun	wonderbaarlijk/adj	politiek/noun	gemeente/noun	euvel/noun	staat/noun	wegdek/noun	veerkrachtig/adj	snel/adj	onmiddellijk/adj	weeg/verb	verbetering/noun	fiets/noun	geschonden/adj	vervolgens/adv	paars_wit/adj	moet/verb	geloof/noun	licht/adj	schouder_blessure/noun	reputatie/noun	situatie/noun	help_mee/verb	toestand/noun	gebied/noun	kosten/noun	opnieuw/adv	orde/noun	alles/noun	zodanig/adj	onafhankelijkheid/noun	oud/adj	lijk/verb	thuis/adv	afgelopen/adj	verbeter/verb	kliniek/noun	kan/verb	geraakt/adj	patiënt/noun	mogelijk/adj	gebouw/noun	wil/verb	economie/noun	bezoeker/noun	niet/adv	voorlopig/adj	trauma/noun	letsel/noun	eventueel/adj	allicht/adv	reliëf/noun	herneem/verb	beurs_fonds/noun	contract_uur/noun	consumentenvertrouwen/noun	pas_aan/verb	rust/noun	griep_aanval/noun	eer/noun	echter/adv	nog/adv	kiezer/noun	fout_DIM/noun	zuiverheid/noun	fonds/noun	evenwicht/noun	koers_val/noun	oorspronkelijk/adj	spel_maker/noun	breuk/noun	momenteel/adj	middag/noun	contact/noun	zal/verb	stijl/noun	ingreep/noun	lever_in/verb	wat/adv	voet_blessure/noun	effect_beurs/noun	operatie/noun	autonomie/noun	vanmiddag/adv	volk/noun	mede/adv	markt/noun	ere/noun	aan/adj	electrisch/adj	enkel_blessure/noun	gezondheid_probleem/noun	glorie/noun	ploeg/noun	strand/verb	knie_operatie/noun	geleidelijk/adj	helemaal/adv	op_doffer/noun	middenvelder/noun	iets/adv	net/adv	tijdelijk/adj	blijk/verb	maand/noun	weer/adv	leiding/noun	winstwaarschuwing/noun	ziekenhuis/noun	pas/adv	spectaculair/adj	laat/adj	intussen/adv	natuur/noun	opening_fase/noun	opereer/verb	gisterenavond/adv	voldoende/adj	lever/noun	terug/adv	slecht/adj	redelijk/adj	land/noun	vergeef/verb	vrijwel/adv	geloofwaardigheid/noun	geheel/adj	installatie/noun	griep/noun	bilateraal/adj	balans/noun	vanzelf/adv	sars/noun	blessure/noun	traditie/noun	kraan/noun	gisteren/adv	normaal/adj	patiënte/noun	val_partij/noun	dak/noun	termijn/noun	sluit_post/noun	muur/noun	nodig/adj	vertrouwen/noun	volledig/adj	onderhoud/verb
tijdig/adj	0.618832	0.8620128	0.8415786	0.7381242	0.8557446	0.9243349	0.7002039	0.83361495	0.8544395	0.8669721	0.0	0.8002539	0.8453291	0.7909592	0.626248	0.7956694	0.58061624	0.6891856	0.75927114	0.8394521	0.74633604	0.8734498	0.88954854	0.75247455	0.6654109	0.70850384	0.78759426	0.8180251	0.6113372	0.89913505	0.8711935	0.688201	0.81949186	0.8960378	0.8046886	0.7630981	0.91590744	0.76300913	0.7028794	0.7907465	0.69633496	0.7781636	0.9274851	0.7751659	0.8468616	0.7085211	0.6871089	0.81331694	0.8176626	0.8740672	0.7675706	0.80040276	0.93610877	0.77036643	0.81856006	0.8957001	0.84416145	0.9743627	0.66708183	0.69934833	0.76437426	0.8532342	0.76232094	0.85344934	0.67303944	0.7978192	0.52306795	0.9568002	0.63885856	0.65874976	0.95702875	0.8539243	0.77051765	0.8132199	0.83959824	0.6291328	0.5915163	0.8119938	0.8335881	0.7091155	0.89133763	0.6743239	0.6748435	0.71712506	0.7954354	0.7778495	0.76066333	0.64514804	0.82507867	0.7210621	0.7217947	0.7672166	0.7692174	0.902107	0.8713794	0.6986421	0.65544355	0.85207295	0.5901418	0.7170824	0.5731073	0.92145795	0.6728507	0.741837	0.73051673	0.9317202	0.7306599	0.6596136	0.689721	0.9707893	0.7221906	0.72376305	0.84217405	0.8741193	0.96717113	0.7923973	0.7868786	0.8924205	0.8353375	0.7366096	0.7177238	0.7108679	0.8173398	0.87288433	0.6479172	0.89410925	0.71899897	0.8361012	0.78523	0.6975908	0.8753331	0.65540576	0.8486251	0.85951906	0.91216373	0.7258836	0.82348007	0.85838497	0.9221799	0.8417213	0.619439	0.6408824	0.8750653	0.7941568	0.9275299	0.77407897	0.8686288	0.67439675	0.86914706	0.56417364	0.92226297	0.7667389	0.6198447	0.70412606	0.7520353	0.6811378	0.9176401	0.75667644	0.7254373	0.62962365	0.7356347	0.794767	0.6259637	0.8594859	0.9217869	0.6206299	0.88069296	0.5788709	0.6476996	0.7075386	0.8463522	0.84450823	0.8807176	0.8507162	0.82032466	0.87658346	0.76584	0.7888737	0.5962034	0.8658264	0.7817216	0.68972087	0.81082225	0.5979822	0.93459666	0.82997715	0.743143	0.73948026	0.85732526	0.7127738	0.8535523	0.7336258	0.78775084	0.9105399	0.77915	0.84336305	0.6445278	0.8635529
36-jarige/adj	0.77009547	0.9638475	0.979809	0.8651759	0.86768126	0.70176524	0.8302668	0.9597663	0.91992027	0.7996312	0.8002539	0.0	0.98238254	0.85005146	0.82948047	0.8652503	0.58683753	0.68031406	0.9906317	0.91920084	0.94131064	0.94829834	0.8874159	0.88129693	0.8032022	0.7788157	0.88738585	0.9107343	0.7183927	0.9788039	0.853033	0.895235	0.90398103	0.9862599	0.9218097	0.895177	0.9500999	0.84766877	0.88191754	0.9651047	0.7902649	0.9390053	0.94877225	0.83418095	0.921738	0.95588464	0.57693315	0.9981164	0.77775705	0.7722158	0.8716521	0.7559263	0.90988576	0.89301044	0.94947505	0.9266007	0.97272927	0.9905225	0.90668046	0.87989396	0.84018236	0.9830406	0.9456174	0.9696146	0.7577064	0.6971328	0.862411	0.98953515	0.79465747	0.79871976	0.9339597	0.89927435	0.96744853	0.8569982	0.93109655	0.96377945	0.7303661	0.9547702	0.81900066	0.880352	0.9846554	0.8928429	0.86835974	0.9417159	0.7709582	0.9303057	0.8050854	0.9164495	0.76730996	0.9297618	0.94291675	0.927124	0.9962939	0.9428371	0.9181688	0.9155178	0.7956725	0.9179254	0.64521676	0.8778167	0.7080273	0.9863935	0.8096969	0.95606077	0.8870534	0.9186163	0.8976274	0.72967565	0.9175703	0.93091804	0.8166983	0.8238807	0.9377713	0.81319606	0.94689274	0.88054115	0.89471436	0.94466394	0.9786958	0.73975927	0.84784365	0.6446024	0.83266747	0.87322056	0.88689923	0.92452985	0.8769916	0.8715914	0.95894134	0.709424	0.88038516	0.7906676	0.9943418	0.92263937	0.9432303	0.78749835	0.9636642	0.9677523	0.9565321	0.92005855	0.70788574	0.97584254	0.9957478	0.7141149	0.7473985	0.6352613	0.9278102	0.9293725	0.7444034	0.53545314	0.9494383	0.87422687	0.9690972	0.8213105	0.8733696	0.88286453	0.9356794	0.912984	0.78477985	0.8287703	0.9484684	0.8596867	0.8694699	0.8227781	0.813596	0.75015885	0.92283	0.8728858	0.9460978	0.7830237	0.91053116	0.9504372	0.9169273	0.85295796	0.8211585	0.97413653	0.8678129	0.9577729	0.76670015	0.9146724	0.89300275	0.9313563	0.8687175	0.7153983	0.97035134	0.9565666	0.77885085	0.82286036	0.7535782	0.8683771	0.951191	0.957595	0.75572217	0.9253454	0.9470777	0.90801173	0.85163295	0.92469805
onbemand/adj	0.94359	0.92981017	0.92321485	0.9878111	0.9438935	0.96776253	0.91409314	0.8907523	0.8846239	0.96855783	0.8453291	0.98238254	0.0	0.80782974	0.9559103	0.79874533	0.8313738	0.8562063	0.49453592	0.86120284	0.9070813	0.9140264	0.8204383	0.9193151	0.73871946	0.8779244	0.87341875	0.9402413	0.9395224	0.88669217	0.8791419	0.88033056	0.81862354	0.92643785	0.809477	0.9527665	0.84809023	0.91475624	0.93964285	0.8470923	0.9446212	0.7428397	0.9603714	0.89705265	0.95863307	0.76725626	0.9725278	0.9228347	0.9190244	0.96531445	0.87996083	0.9613077	0.9323191	0.841312	0.8349712	0.7871947	0.7444143	0.95185006	0.92758197	0.8688271	0.83457506	0.8566669	0.8637292	0.89347047	0.82913375	0.881643	0.8241924	0.97707415	0.88270235	0.9353687	0.9882383	0.9432343	0.8111106	0.8620708	0.94100326	0.7119309	0.90185434	0.8279856	0.9269785	0.90576327	0.9422988	0.8948272	0.93339574	0.9765577	0.96873885	0.91343194	0.85489845	0.90639055	0.7661679	0.9337858	0.8591407	0.7620881	0.8835135	0.8623512	0.93726933	0.9175739	0.81271905	0.9653335	0.94141686	0.76224196	0.89043474	0.8320661	0.96413434	0.82490027	0.83068764	0.890276	0.82066375	0.9661428	0.9397233	0.9882083	0.8966317	0.89376575	0.8905106	0.93621373	0.96902055	0.902717	0.9115409	0.9290942	0.9460898	0.8869695	0.93125266	0.88729423	0.8838827	0.93045473	0.83284473	0.93943566	0.8304937	0.9308419	0.87917274	0.9310046	0.91610956	0.7925167	0.9477812	0.9066711	0.9048252	0.95201033	0.8991054	0.9047766	0.9266507	0.6290985	0.85580933	0.8153378	0.9456027	0.94576484	0.94627076	0.9383946	0.9432083	0.9567259	0.9883908	0.9459267	0.89752764	0.98118985	0.70813805	0.92627305	0.96664274	0.9243489	0.59009176	0.86418295	0.94501895	0.9189144	0.9177994	0.95646465	0.88365984	0.9868854	0.9779286	0.92399544	0.8858922	0.882441	0.8450841	0.9701342	0.89422625	0.93353844	0.93237823	0.9645562	0.90923214	0.8877002	0.893389	0.5891853	0.97562563	0.919429	0.84846735	0.91659623	0.92976385	0.894283	0.92516434	0.46728927	0.91821975	0.9323251	0.9508829	0.920831	0.6841493	0.85048485	0.89806676	0.91996557	0.7396004	0.9636489	0.78686863	0.8555486
laat/verb	0.69634837	0.86854315	0.8314656	0.7031621	0.81172585	0.9264943	0.8428107	0.8977902	0.81983745	0.54230416	0.7909592	0.85005146	0.80782974	0.0	0.91375923	0.93773484	0.77954566	0.6557169	0.8410461	0.84445715	0.7214688	0.9366537	0.8053791	0.54746294	0.6300578	0.7817361	0.85216594	0.8796745	0.69397604	0.94271594	0.82615846	0.8006362	0.8509015	0.9370564	0.69295377	0.64078605	0.8916296	0.77625614	0.82292545	0.90462404	0.87043655	0.8889422	0.9463566	0.88924426	0.6615956	0.80782086	0.542858	0.9431719	0.8816437	0.7941259	0.94841266	0.84037924	0.9003874	0.88093066	0.7227706	0.8743557	0.89086235	0.8900073	0.74157894	0.64214736	0.8333093	0.92278576	0.87746435	0.8816012	0.7322967	0.80935997	0.6268331	0.8973299	0.69989496	0.76038533	0.87670666	0.9095384	0.81642956	0.8350137	0.80319715	0.8980526	0.5268148	0.7116298	0.7992995	0.8426247	0.9106156	0.8433095	0.65282094	0.8434969	0.85389835	0.9268308	0.78545725	0.6785257	0.78207564	0.8045167	0.8210002	0.89872295	0.7594489	0.8891931	0.5052006	0.8211665	0.6753876	0.92050326	0.80494	0.8466686	0.72223216	0.91924566	0.73095	0.8202672	0.74847865	0.8686932	0.8717412	0.59269106	0.8998586	0.8399388	0.686267	0.6415367	0.90547943	0.67265403	0.89171064	0.8097487	0.74410105	0.8165875	0.90547335	0.8119837	0.795279	0.80654716	0.7530311	0.87491536	0.78931755	0.83485067	0.82346386	0.7329123	0.7514365	0.74002665	0.8541588	0.7801061	0.91075724	0.7377213	0.91901565	0.83646315	0.74443495	0.9184402	0.80364335	0.8876053	0.786407	0.90762293	0.8523319	0.6779337	0.69452417	0.8110619	0.85694945	0.7594411	0.5893007	0.6359246	0.7689783	0.62337315	0.851992	0.70661235	0.84773934	0.6520878	0.77908283	0.8351909	0.72646743	0.67590195	0.7760442	0.8094431	0.8145011	0.84463954	0.7277247	0.7398593	0.7912531	0.65887535	0.79892176	0.66165507	0.8882655	0.8064092	0.8510494	0.80469126	0.70819867	0.9016374	0.77385175	0.8791466	0.76134735	0.89169395	0.8331866	0.84862787	0.9039604	0.7634034	0.844054	0.78208333	0.6974624	0.8222062	0.91844344	0.7338362	0.88136387	0.8846596	0.8253457	0.88975334	0.7909856	0.79466623	0.6933577	0.89873374
ziekte/noun	0.561287	0.8737834	0.88340944	0.5863875	0.9578664	0.90070933	0.84775937	0.89302415	0.9396194	0.9178361	0.626248	0.82948047	0.9559103	0.91375923	0.0	0.94092566	0.7095349	0.8131522	0.9876358	0.9350888	0.93293804	0.98150545	0.97973603	0.9182892	0.82347363	0.68275845	0.9865147	0.7702172	0.63609856	0.9752384	0.9457133	0.581086	0.9472772	0.95664686	0.9148523	0.8266854	0.95673025	0.90237164	0.82461834	0.9530301	0.8077853	0.9303868	0.91384226	0.9178234	0.8785348	0.7432971	0.83337146	0.97874486	0.7871326	0.94519037	0.9273037	0.7752187	0.9847229	0.9353405	0.7906953	0.9773836	0.90047413	0.92715114	0.8044408	0.89334285	0.781653	0.9435957	0.8332525	0.92471254	0.860673	0.9749642	0.7772743	0.96596605	0.651415	0.58879375	0.9811001	0.8511976	0.92137873	0.79504657	0.7432616	0.8507248	0.79468536	0.939582	0.86322886	0.79812825	0.92299646	0.8167433	0.74788743	0.7222969	0.88930666	0.88424194	0.6641195	0.73372227	0.8825496	0.46195644	0.63301575	0.9437979	0.9237771	0.8709406	0.9189878	0.85550594	0.799263	0.59918725	0.5032281	0.6288365	0.7614324	0.9571451	0.77491754	0.9694782	0.9005892	0.9661155	0.90654695	0.84389025	0.648411	0.98756516	0.8199312	0.860739	0.9393929	0.96056503	0.9674123	0.9657737	0.83635676	0.9492192	0.9032022	0.89850634	0.6168053	0.73613787	0.8744515	0.8814751	0.81475705	0.963738	0.7579882	0.95212185	0.9499503	0.7353569	0.97717047	0.58114594	0.8923253	0.8891423	0.9776521	0.5811337	0.9680829	0.97998154	0.9369492	0.8904151	0.6302215	0.50426024	0.9750304	0.8837187	0.8682358	0.8320799	0.90518403	0.8572762	0.90143776	0.75701433	0.9583478	0.7638949	0.81768847	0.70288837	0.884018	0.7764902	0.9199969	0.9155657	0.53654474	0.7390361	0.8344056	0.8437748	0.86060214	0.9274342	0.8517301	0.6860635	0.85522014	0.7117678	0.6431643	0.65495956	0.90746045	0.8796902	0.81334424	0.960583	0.8866469	0.97890055	0.80508137	0.9658249	0.43981838	0.9644424	0.9377831	0.76133573	0.3726822	0.5556985	0.985682	0.9597035	0.89612824	0.77198607	0.5909043	0.6283679	0.93869966	0.8336972	0.9386383	0.99026364	0.833004	0.91689837	0.7850373	0.9429383
golfer/noun	0.86958647	0.914013	0.9332776	0.89610684	0.7439225	0.8023571	0.89010155	0.826842	0.8794154	0.90624326	0.7956694	0.8652503	0.79874533	0.93773484	0.94092566	0.0	0.75070727	0.9486913	0.7595728	0.88628167	0.7296645	0.9888203	0.7614998	0.92876333	0.89758193	0.84432954	0.80249953	0.9532202	0.9408469	0.9332477	0.77181935	0.8905985	0.73110354	0.9100651	0.9230579	0.8661573	0.83842933	0.95748055	0.9593371	0.92954457	0.8895877	0.9013108	0.96016216	0.9476131	0.9278789	0.9256071	0.8255675	0.9512969	0.9213486	0.93070227	0.9131707	0.8151293	0.8802495	0.98085815	0.8901471	0.8561853	0.9329605	0.8973635	0.93184584	0.8959689	0.8770002	0.97010934	0.9958837	0.8194976	0.8235478	0.789345	0.93905723	0.9773908	0.88972855	0.9223058	0.89297783	0.7916884	0.99495393	0.88215476	0.97532624	0.90909886	0.865869	0.92981124	0.86413276	0.9024007	0.9880769	0.9154251	0.81947094	0.97770894	0.7389202	0.8865744	0.84548676	0.8842196	0.9130853	0.93913716	0.8561628	0.88890076	0.9834004	0.70248675	0.97396106	0.930272	0.82644737	0.9827045	0.9782915	0.9199268	0.7820606	0.89990216	0.92214066	0.6241672	0.7709589	0.84825766	0.89796937	0.89825034	0.888062	0.95229864	0.8836504	0.89021677	0.8633381	0.9839489	0.9960834	0.7446815	0.8337058	0.6500062	0.95513815	0.6952747	0.93999445	0.9100253	0.82755554	0.944426	0.91913664	0.86891365	0.9352817	0.86577475	0.80815613	0.81484103	0.79288954	0.7982149	0.99341273	0.8709253	0.8742723	0.7282905	0.7503534	0.8606079	0.95517385	0.9321575	0.85124165	0.8434354	0.9079042	0.81088984	0.84337884	0.87142324	0.9826241	0.92304504	0.9539087	0.7752167	0.8193743	0.9112205	0.9052373	0.8870007	0.8684553	0.8170901	0.85322523	0.6647855	0.9071622	0.9050308	0.84996325	0.9454117	0.73973703	0.9672631	0.8891401	0.87438023	0.96416426	0.9484972	0.87801707	0.93312496	0.8258927	0.8293786	0.90343374	0.90220064	0.8039249	0.8443912	0.9022003	0.96609974	0.9491088	0.9527528	0.8253617	0.95507985	0.96737283	0.8790314	0.8701793	0.91802245	0.6726603	0.91612506	0.8390434	0.92599463	0.92081255	0.91441214	0.71827954	0.99168825	0.88945115	0.8226745	0.9280142	0.85112315
eveneens/adv	0.5992142	0.9097367	0.8902221	0.71823525	0.5902325	0.8682629	0.8088943	0.83254445	0.6648927	0.77724755	0.58061624	0.58683753	0.8313738	0.77954566	0.7095349	0.75070727	0.0	0.6401141	0.81612563	0.79490536	0.7717258	0.9479813	0.7271579	0.77155054	0.7547956	0.6736758	0.88881797	0.8426201	0.7488234	0.89633113	0.7739014	0.8520427	0.58766896	0.90838474	0.8766324	0.64293754	0.8798268	0.9247836	0.8922086	0.8108344	0.7015133	0.7583796	0.9252709	0.79550606	0.9006559	0.7875162	0.500252	0.8897507	0.86873555	0.92159003	0.8085823	0.70968384	0.8878693	0.87644464	0.9035815	0.861972	0.75429285	0.92751026	0.7552144	0.72808385	0.6875573	0.8264462	0.7403643	0.84944147	0.63657486	0.74661237	0.62857443	0.96223176	0.4840265	0.69025886	0.91393614	0.83031404	0.73650837	0.77844787	0.86299676	0.86860865	0.49309868	0.92511904	0.9202353	0.77776086	0.94626623	0.79557776	0.7091658	0.8783177	0.57920074	0.8074159	0.8080169	0.8423319	0.78037536	0.866568	0.7398941	0.8481685	0.9200801	0.7522228	0.92555255	0.9340614	0.6592938	0.8882818	0.6057529	0.6801585	0.5613651	0.9209939	0.6633508	0.64823455	0.7883717	0.72329795	0.85600245	0.69907725	0.7936871	0.95211816	0.72460353	0.7840314	0.9158305	0.8504164	0.95900446	0.60304356	0.7889085	0.64355123	0.82648367	0.7316845	0.7288743	0.5810412	0.7585974	0.84964097	0.86245495	0.83793503	0.78305084	0.6479551	0.8499987	0.7825206	0.68702626	0.69106114	0.91389585	0.60377944	0.91350555	0.6268041	0.7312294	0.9175924	0.88607764	0.79586923	0.7311538	0.87001914	0.9353329	0.8149616	0.79035354	0.8377625	0.7761972	0.84304523	0.8013316	0.5831356	0.79102546	0.73110825	0.6625294	0.7307392	0.69879735	0.68825424	0.8319566	0.60415846	0.72403705	0.69925606	0.7931255	0.8014492	0.6871538	0.78116107	0.85280347	0.7224007	0.82967263	0.6325284	0.8796224	0.67647517	0.78065807	0.8361051	0.7964475	0.86675733	0.59494746	0.9135671	0.81342053	0.8031748	0.6211151	0.84486353	0.83474016	0.84642774	0.83478487	0.6432239	0.8880421	0.8724703	0.47801065	0.72660816	0.8185352	0.65402794	0.84833926	0.8350594	0.8436187	0.90055895	0.8672298	0.87575793	0.6800736	0.8246385
dien/verb	0.7639742	0.6183487	0.83171326	0.7685744	0.8446937	0.90489006	0.7421174	0.59446585	0.87058794	0.84527147	0.6891856	0.68031406	0.8562063	0.6557169	0.8131522	0.9486913	0.6401141	0.0	0.91276443	0.62606037	0.7779418	0.8889077	0.71313614	0.8176008	0.43466234	0.69815433	0.9015076	0.7579459	0.7581589	0.7984454	0.8421946	0.64593714	0.8397603	0.633551	0.6885139	0.7202396	0.79380786	0.8444173	0.83912027	0.7427681	0.737991	0.59411144	0.71681625	0.5623894	0.66152483	0.7096217	0.75959176	0.6402299	0.8776405	0.79923815	0.74499965	0.8295904	0.6929823	0.7400209	0.7646204	0.58051443	0.7427745	0.8662405	0.7384174	0.7070669	0.8741324	0.7780873	0.8573287	0.75703096	0.623318	0.8283115	0.40883029	0.70893323	0.7419834	0.7571274	0.7390797	0.68928045	0.7835278	0.6885698	0.7469087	0.67385924	0.6289686	0.7184728	0.7675455	0.6038052	0.79252595	0.750595	0.7485784	0.9072355	0.8254756	0.7265109	0.69535303	0.6348281	0.686596	0.74202704	0.6983217	0.69607234	0.67699313	0.7771783	0.8551004	0.79946804	0.65522575	0.841412	0.7891262	0.6909216	0.7799318	0.72462934	0.86012566	0.87159353	0.9281926	0.8579361	0.57982385	0.7862885	0.90006626	0.8431004	0.7654452	0.76941967	0.7706582	0.87226963	0.79907525	0.816277	0.7909912	0.87051195	0.70078516	0.9198746	0.7516836	0.6849477	0.90285254	0.7986486	0.62355	0.7016213	0.6281423	0.7736631	0.788341	0.8712094	0.8616665	0.6292043	0.7997173	0.78511536	0.74057996	0.7877883	0.837886	0.7170327	0.8938757	0.83853054	0.84067583	0.7572222	0.7807379	0.82594156	0.8693085	0.8336661	0.73688173	0.8060272	0.8365238	0.785834	0.80746055	0.86395574	0.64417255	0.7806871	0.8953688	0.6781866	0.809424	0.87118745	0.73643196	0.76326054	0.8058253	0.86892915	0.7242143	0.7342638	0.8449129	0.66138273	0.85597634	0.68344826	0.8188453	0.69263375	0.80716854	0.71807903	0.67929876	0.87822515	0.60338396	0.738042	0.6018971	0.7563333	0.77895904	0.7566242	0.78939414	0.78620446	0.84871006	0.7750348	0.66040957	0.7900919	0.8362507	0.70491755	0.9172102	0.70026004	0.88081	0.6877256	0.82704186	0.82600117	0.7202084	0.75067794	0.636593	0.75950277
water_kanon/noun	0.95176667	0.8379172	0.9357787	0.98817426	0.8615475	0.9648794	0.88275373	0.90884835	0.9155743	0.8861902	0.75927114	0.9906317	0.49453592	0.8410461	0.9876358	0.7595728	0.81612563	0.91276443	0.0	0.87406224	0.8042702	0.87152946	0.85312563	0.9062363	0.91409636	0.8998371	0.79843086	0.9368381	0.9258774	0.9362309	0.8870894	0.85362726	0.9231342	0.977823	0.91227454	0.8820596	0.8963049	0.8489056	0.9528722	0.9779221	0.9172262	0.9408091	0.9536833	0.87141514	0.945365	0.80316544	0.97304237	0.98076373	0.9638428	0.952185	0.83584327	0.9871562	0.9945986	0.91054636	0.8281431	0.9580505	0.80910385	0.9180799	0.922	0.85395044	0.83155537	0.95973754	0.9160935	0.8269937	0.71000993	0.7888566	0.8849226	0.9772937	0.8874561	0.9404299	0.999656	0.96125525	0.9546408	0.95878094	0.98861575	0.86485046	0.8122912	0.9080364	0.848785	0.8940073	0.9665874	0.91708905	0.95075333	0.96391195	0.9755613	0.9360245	0.8274672	0.9196375	0.892319	0.96737623	0.8534039	0.76578933	0.9509953	0.9292786	0.9771996	0.87043345	0.75955486	0.9834477	0.94628876	0.8824467	0.8721007	0.9552054	0.95735914	0.78034616	0.767155	0.9447496	0.91995996	0.85469073	0.90875936	0.9851634	0.9076116	0.87667865	0.8889116	0.9134961	0.98427355	0.87911934	0.8305607	0.9192635	0.98507327	0.85755986	0.9179602	0.86766744	0.8266793	0.95352054	0.8716997	0.9328632	0.9210465	0.9103523	0.8515974	0.9514004	0.8862339	0.7940407	0.9856672	0.8859452	0.9766266	0.9261458	0.97968066	0.8585547	0.8321007	0.69626856	0.8139101	0.91046005	0.9139115	0.88685846	0.8924072	0.98680544	0.9467315	0.83776665	0.9456192	0.9333155	0.88192165	0.93635607	0.79048824	0.89591765	0.9835872	0.82922685	0.78214306	0.8662681	0.95272595	0.89594334	0.93400097	0.9531602	0.82894367	0.9933631	0.96238875	0.97151935	0.87197435	0.9546189	0.8473224	0.97905076	0.9836297	0.9189954	0.9272897	0.97765714	0.9399954	0.89344317	0.88837683	0.71940243	0.9629874	0.9425231	0.81969994	0.8962445	0.9634471	0.88612497	0.93316877	0.53740716	0.9376261	0.93514526	0.99679506	0.969441	0.76925063	0.8755824	0.95269483	0.76740134	0.88543093	0.94235086	0.8571506	0.9545069
krachtig/adj	0.90043646	0.70486116	0.7800821	0.91204333	0.86349	0.92244947	0.66885173	0.6965757	0.683627	0.8659416	0.8394521	0.91920084	0.86120284	0.84445715	0.9350888	0.88628167	0.79490536	0.62606037	0.87406224	0.0	0.8330166	0.9422985	0.7319004	0.90247947	0.7513414	0.6537114	0.9424546	0.7280921	0.88278294	0.84928	0.8314533	0.71675134	0.7836351	0.7533672	0.8504958	0.8334713	0.6674158	0.89676857	0.9350875	0.89087164	0.8706302	0.751907	0.86353296	0.7532097	0.8840516	0.80089915	0.907654	0.7530261	0.7917699	0.85062665	0.8739077	0.6959797	0.7292441	0.9449712	0.76832193	0.7119764	0.8557991	0.7679951	0.68928605	0.7714081	0.73470914	0.7735121	0.84859896	0.82347006	0.80098987	0.90952367	0.76886374	0.6424514	0.77032584	0.91983	0.8573487	0.83267516	0.7937293	0.8464554	0.7920189	0.84132725	0.7954415	0.7359656	0.89985406	0.8133493	0.86919266	0.78558266	0.7545082	0.9640369	0.8136387	0.77045673	0.9106343	0.8007285	0.90515417	0.8698964	0.7491157	0.8121313	0.8436161	0.68621767	0.9376264	0.85311925	0.729946	0.9416829	0.83234525	0.78266734	0.8727837	0.6294801	0.71390486	0.85642666	0.83319736	0.8140305	0.71048677	0.84471136	0.78951293	0.9231026	0.7349038	0.84796894	0.78867435	0.8916288	0.77911437	0.7456374	0.77587605	0.83503234	0.6953847	0.9260701	0.780447	0.8824855	0.8371283	0.8708106	0.67821455	0.674388	0.65634143	0.8533081	0.73333347	0.82557786	0.794422	0.7870872	0.8634664	0.79352635	0.824486	0.7104453	0.757543	0.8748879	0.82114196	0.675689	0.7907008	0.7948497	0.90918505	0.89016426	0.9582372	0.8218516	0.70321625	0.895232	0.9120593	0.93806636	0.6703686	0.85424453	0.63230294	0.69323266	0.89921635	0.74213606	0.68361276	0.8515991	0.9002653	0.8213848	0.75340164	0.87655604	0.7615375	0.7599114	0.9029339	0.8253358	0.854693	0.8372699	0.9243513	0.900766	0.85907984	0.81009156	0.71289647	0.92808914	0.71681726	0.79509777	0.5780827	0.69305587	0.8577511	0.82666326	0.84767014	0.78795815	0.91349703	0.82376933	0.6914574	0.79107547	0.821096	0.6946985	0.96768105	0.937525	0.884248	0.74287426	0.93924034	0.83303833	0.770814	0.72761154	0.8355211	0.82234234
