	beleef/verb	opdracht/noun	verhouding/noun	rook/noun	speler/noun	wieler_sport/noun	vorm/verb	selecteer/verb	soms/adv	ben/verb	spier_pijn/noun	Hilversums/adj	behoorlijk/adj	heb/verb	dring_binnen/verb	buurt/noun	oppervlak/noun	discipline/noun	provincie_raad_lid/noun	stress/noun	vind/verb	list/noun	golfplaat/noun	smerig/adj	sterk/verb	zwem/verb	gewoon/adj	angst/noun	overigens/adv	pijn/noun	zo/adv	vooral/adv	dag/noun	nauwelijks/adv	oorlog_ervaring/noun	minder/adj	voeg_toe/verb	werkelijk/adv	hitte/noun	meer/adv	hier/adv	systeem/noun	sla/verb	zeg/verb	ga_door/verb	vuiligheid/noun	lucht/noun	laag/adj	duur/adv	jeugd/noun	snel/adj	stank/noun	fiets/noun	stel_uit/verb	alleen/adv	blijkbaar/adj	sociaal/adj	haast/adv	student/noun	verdriet/noun	moet/verb	zeer/adv	jarenlang/adj	buiten/adv	mentaal/adj	week/adj	maar/adv	draai/verb	simpelweg/adv	thuis/adv	kan/verb	eerst/adv	fiets/verb	verlokking/noun	er/adv	vooruitzicht/noun	eigenlijk/adj	wellicht/adv	bezoeker/noun	huid/noun	niet/adv	vervolg/noun	dan/adv	eenmaal/noun	luid/verb	gevormd/adj	verspreid/verb	nog/adv	werk/noun	moreel/adj	waterput/noun	rest/verb	zaak/noun	meestal/adv	wenk/verb	duik_op/verb	slijp/verb	reuk/noun	daar/adv	werk_omstandigheid/noun	overlast/noun	geur/noun	wijs_uit/verb	even/adj	verschrikkelijk/adj	2001/noun	in_activiteit/noun	minstens/adv	teen/noun	kern/noun	schaar/verb	kaas/noun	operatie/noun	inmiddels/adv	beetje/noun	evengoed/adv	weer/noun	betref/verb	makkelijk/adj	verleden/noun	bijna/adv	vrolijk/adj	wel/adv	vaak/adj	zeeman/noun	professioneel/adj	karakter/noun	droog/verb	toch/adv	train/verb	Koreaan/noun	gips/noun	geheel/noun	strijd/noun	rijp/verb	omtrek/noun	katalysator/noun	helemaal/adv	pupil/noun	net/adv	blijk/verb	maand/noun	extern/adj	weer/adv	moeilijk/adj	extreem/adj	beslotenheid/noun	louter/adj	alleen/adj	intussen/adv	anders/adj	monotoon/adj	sprong/noun	echt/adv	verander/verb	fit/adj	voldoende/adj	verkeer/noun	water/noun	amper/adv	daglicht/noun	kind/noun	afloop/noun	leven/noun	langer/adv	bloem/noun	ziel/noun	stilte/noun	week/noun	leeftijd/noun	sloop/adj	concurrentie/noun	toerist/noun	huid_ziekte/noun	val/verb	coach/noun
spier_pijn/noun	0.79597425	0.96920985	0.8833605	0.8846007	0.8367516	0.85158676	0.9459008	0.94974333	0.5297513	0.68627894	0.0	0.78503126	0.7623926	0.7296417	0.87592864	0.96550065	0.8369124	0.842449	0.95803595	0.681177	0.6705712	0.72355765	0.9653201	0.82712734	0.8712259	0.8207799	0.8036666	0.67119926	0.7860694	0.4937094	0.77542365	0.85034645	0.7889496	0.7579768	0.6463512	0.7579483	0.93714374	0.93320525	0.76261395	0.84712136	0.7439581	0.92390555	0.85952026	0.6855153	0.9060641	0.9868154	0.93029004	0.7673702	0.801008	0.8156447	0.9076345	0.82796335	0.8729391	0.9350169	0.8548782	0.8660294	0.9428812	0.7991031	0.94031954	0.69737315	0.8374486	0.7615975	0.88081706	0.8844006	0.8150079	0.8150687	0.8249432	0.78338677	0.8971774	0.8262845	0.73422575	0.9178492	0.74091494	0.9662646	0.77005786	0.8428159	0.71075404	0.90717167	0.7922388	0.8875791	0.8708649	0.9171722	0.76913196	0.9011785	0.9508782	0.9540237	0.9287498	0.7513926	0.8885679	0.853116	0.9640249	0.8417768	0.81137174	0.71545184	0.9565345	0.8590745	0.93160355	0.90538424	0.77896506	0.73728794	0.7869072	0.8869432	0.9397427	0.8438324	0.70313114	0.9321887	0.7711283	0.9227927	0.7264459	0.9176943	0.98478764	0.93662053	0.8634341	0.8777292	0.68598473	0.9271717	0.6988564	0.86759883	0.89867604	0.850739	0.8806539	0.85162044	0.76534873	0.70085514	0.9517614	0.91214025	0.8890917	0.90987724	0.6733883	0.68442684	0.8207842	0.8547271	0.8890657	0.9182147	0.93349624	0.98855007	0.84133554	0.89952123	0.8719645	0.9087673	0.7873665	0.8597096	0.94953895	0.7487434	0.7121031	0.7030847	0.91936195	0.9354552	0.8301252	0.84791386	0.8092702	0.66007745	0.8228092	0.934626	0.83565307	0.8025853	0.8391324	0.92694485	0.90069735	0.72875404	0.8119776	0.8241886	0.80072486	0.81465787	0.9436197	0.9232776	0.8147616	0.88135093	0.8252684	0.8789546	0.817071	0.79841167	0.8979907	0.86053	0.83581924	0.82891643
Hilversums/adj	0.85472727	0.9148236	0.84391844	0.8122339	0.9266255	0.80946916	0.8353139	0.8419118	0.78624547	0.82748073	0.78503126	0.0	0.9003574	0.8155364	0.9077134	0.92206883	0.92265433	0.757038	0.97461355	0.8569149	0.8121855	0.8005599	0.93287736	0.8707417	0.9086497	0.84917533	0.8612923	0.8952234	0.8750076	0.82364315	0.8613984	0.8600791	0.882339	0.9238443	0.66902685	0.89028114	0.9308317	0.7943941	0.8761987	0.92614996	0.8055445	0.86260617	0.7945945	0.8974006	0.90695775	0.9281386	0.8902932	0.9510816	0.9075135	0.892903	0.9257819	0.783612	0.9046008	0.97278416	0.9635446	0.95735	0.894303	0.8276877	0.8095301	0.908273	0.91216785	0.92731476	0.9616083	0.8595415	0.8794322	0.88893855	0.917574	0.8030476	0.7942516	0.92835724	0.8872895	0.9139326	0.8625993	0.92289644	0.8078224	0.8243979	0.87901866	0.92250764	0.8310892	0.8447125	0.93310785	0.9582397	0.90308475	0.8318959	0.9860684	0.7844199	0.9038061	0.8949003	0.9307324	0.7763717	0.92730314	0.91590947	0.89503556	0.8434391	0.8936509	0.9063674	0.8700788	0.8748836	0.76914585	0.9073707	0.84672254	0.8215073	0.92358136	0.86070997	0.9112203	0.90548015	0.9122936	0.97104234	0.9401272	0.94937575	0.9302857	0.94785744	0.9536937	0.80887127	0.8802972	0.9322358	0.8394342	0.9522213	0.9049166	0.9131165	0.89192456	0.7472136	0.9325857	0.8301689	0.89378464	0.8916935	0.81776154	0.8808693	0.85753906	0.77556396	0.844787	0.9349118	0.8412458	0.9187299	0.89208865	0.887232	0.87602246	0.9294411	0.66661656	0.9058844	0.9019058	0.8649912	0.9909921	0.8223923	0.9040937	0.9148428	0.891947	0.9410304	0.898508	0.8336791	0.9736331	0.799439	0.8119165	0.9492421	0.7751179	0.915825	0.9627925	0.943282	0.8487526	0.9579386	0.7955211	0.86125606	0.7656662	0.78139687	0.9558657	0.9058497	0.86454153	0.8795298	0.89009744	0.9479011	0.9095787	0.8742851	0.8774493	0.9007382	0.8907772	0.6787298
behoorlijk/adj	0.74105227	0.8204055	0.8132548	0.7476676	0.67759603	0.7862476	0.81798345	0.8016793	0.39966488	0.5359571	0.7623926	0.9003574	0.0	0.64575917	0.8584001	0.6944635	0.8707459	0.6580957	0.82462454	0.6213113	0.7170037	0.8697634	0.95417714	0.7079239	0.8319564	0.7635157	0.6611153	0.70743036	0.76897275	0.5877117	0.7244514	0.5326228	0.6646936	0.5497836	0.92279005	0.6053419	0.8317465	0.8179666	0.7161595	0.81678253	0.6819293	0.7167723	0.7664903	0.8087725	0.8508027	0.83266246	0.75659	0.5681244	0.5937154	0.75989425	0.6668817	0.7342272	0.7756937	0.91468227	0.7101376	0.65734744	0.80006385	0.64433897	0.8887141	0.7602153	0.7082738	0.5216785	0.6592815	0.78029007	0.56066215	0.8502748	0.7510536	0.6760107	0.76815736	0.7798882	0.73987365	0.7996129	0.7273315	0.8283264	0.7081629	0.74885345	0.8017103	0.6176566	0.8617544	0.81943935	0.8017384	0.91105604	0.7450916	0.78143454	0.91998345	0.7969059	0.75649893	0.76261	0.6090439	0.79656816	0.91580987	0.80086315	0.7733984	0.54392886	0.9263184	0.7217574	0.8582393	0.78703487	0.7479615	0.619254	0.7676693	0.8031614	0.7288905	0.7041744	0.5073507	0.87305236	0.88338006	0.8118937	0.64717114	0.7862123	0.9244811	0.7971654	0.7992237	0.83306706	0.490493	0.6893947	0.67424107	0.760458	0.7346263	0.8528443	0.58867323	0.68002045	0.5374093	0.5259906	0.78425425	0.7674351	0.6484189	0.8272488	0.68150675	0.5223857	0.74754095	0.7556602	0.74282545	0.75625324	0.8118455	0.8418861	0.69745994	0.5984744	0.7436723	0.69546986	0.673044	0.7821347	0.8236021	0.63828766	0.5625377	0.5473224	0.9047976	0.7905699	0.73888063	0.7373918	0.7844503	0.6418312	0.67432904	0.76222837	0.7176123	0.65065825	0.6387315	0.79917455	0.74357855	0.65592164	0.76601136	0.76666284	0.6259596	0.7760285	0.8400929	0.880686	0.78263247	0.8362885	0.73666525	0.66216654	0.5423229	0.72780585	0.84728605	0.88970786	0.8729502	0.7368253
heb/verb	0.69201267	0.83995897	0.8297061	0.9203936	0.8048775	0.75373733	0.7904501	0.8167448	0.6193428	0.5283172	0.7296417	0.8155364	0.64575917	0.0	0.9322963	0.9192245	0.9235957	0.7844739	0.88775957	0.7064277	0.6640358	0.91674346	0.9488354	0.85056174	0.70612204	0.87226975	0.73373026	0.6352718	0.7229122	0.61933064	0.7951518	0.6867129	0.8193099	0.69550824	0.64867604	0.7681108	0.90503925	0.80398834	0.9091634	0.79474753	0.7236906	0.8263202	0.8986146	0.8672947	0.7914369	0.8809899	0.9333757	0.8878854	0.8686289	0.78082436	0.87691885	0.8398043	0.880648	0.8561368	0.750375	0.7713547	0.76802546	0.78299916	0.8495323	0.71168125	0.702836	0.717123	0.73920536	0.90391815	0.6806351	0.8360552	0.6946943	0.7291498	0.84511435	0.6468866	0.6542847	0.8650775	0.80713534	0.881017	0.664201	0.864087	0.7903055	0.7674786	0.92290473	0.81925654	0.8031733	0.9173677	0.77008903	0.81276745	0.8180331	0.7487814	0.9021269	0.7345023	0.79478174	0.7512794	0.88803554	0.7966648	0.8620842	0.7432162	0.840539	0.71489656	0.82868975	0.7189435	0.7447256	0.8182996	0.8372531	0.84718865	0.7538725	0.8523811	0.58381426	0.96555525	0.7642714	0.7617493	0.82872546	0.9119425	0.8105295	0.8784371	0.7684705	0.8042103	0.6348486	0.77064025	0.8261345	0.76367354	0.73074377	0.67180145	0.7101799	0.833835	0.61860144	0.63552064	0.81367064	0.78382874	0.8232038	0.9110206	0.7108188	0.6422671	0.7633074	0.8680178	0.87366235	0.7333416	0.7042486	0.87618595	0.8757835	0.73180455	0.81274784	0.8457221	0.6100873	0.8977107	0.7727874	0.7750548	0.68880916	0.7630576	0.71470046	0.7769122	0.78869164	0.8283533	0.6804309	0.75422996	0.8834415	0.8640707	0.6162336	0.76635426	0.76869476	0.9260605	0.95159364	0.78948534	0.7632782	0.66596603	0.71821225	0.810797	0.89241135	0.9384959	0.76128536	0.8288414	0.8390572	0.7983975	0.73316664	0.8250946	0.8968046	0.7794327	0.80603415	0.8366707
dring_binnen/verb	0.9401263	0.93509424	0.80753785	0.49912155	0.97837996	0.91495436	0.8833093	0.9405251	0.8522029	0.8979895	0.87592864	0.9077134	0.8584001	0.9322963	0.0	0.8024481	0.53942764	0.9395463	0.9816928	0.8272246	0.943539	0.5565023	0.8719343	0.6614243	0.9766849	0.896075	0.8943932	0.8777137	0.9766052	0.86904955	0.9140307	0.88877344	0.92881465	0.823377	0.9840781	0.8844541	0.8438246	0.91481656	0.62362427	0.9421879	0.8186377	0.882225	0.70984817	0.99063814	0.95735985	0.77334154	0.56158227	0.84256667	0.9041203	0.9219394	0.8648178	0.64076984	0.84320796	0.86923105	0.834634	0.8993377	0.90004766	0.7086651	0.85456204	0.97600234	0.86695707	0.88926876	0.8401841	0.6076711	0.890033	0.7970394	0.93219304	0.6614574	0.91327363	0.8556762	0.86844784	0.8128997	0.8827865	0.8875389	0.84069383	0.98308563	0.9584873	0.88435686	0.8771165	0.69181883	0.9243219	0.8672478	0.88930714	0.69999397	0.89196026	0.70934737	0.44186997	0.93774855	0.94664305	0.974171	0.8574015	0.8971635	0.8595948	0.84632665	0.92395717	0.8090637	0.78146255	0.716728	0.8574156	0.91890514	0.8259473	0.5773842	0.89403766	0.84930223	0.7344375	0.9086332	0.9851804	0.9018058	0.8472601	0.95928925	0.81425464	0.84364974	0.93601716	0.8208596	0.8689981	0.86454284	0.8167825	0.9161787	0.8478647	0.91779923	0.85264957	0.8548102	0.9560173	0.8909669	0.9100812	0.94510585	0.87174696	0.7661035	0.95925486	0.9301413	0.9568179	0.9588256	0.86044997	0.87807506	0.91203284	0.7868398	0.859904	0.86140907	0.8694165	0.94666207	0.8671258	0.9742343	0.8785594	0.85303646	0.9592126	0.8309909	0.92169434	0.9039857	0.91515195	0.8859797	0.9279467	0.9164214	0.87253416	0.80007833	0.80672586	0.94152474	0.8860429	0.9164615	0.6610135	0.8347572	0.64723074	0.9447166	0.9568965	0.935533	0.962523	0.67208415	0.76512456	0.7562601	0.9658829	0.9355132	0.9481131	0.9097217	0.88148993	0.91993856	0.79070705	0.9233889
buurt/noun	0.8770783	0.9391969	0.86968076	0.69652987	0.97378594	0.9414778	0.87237525	0.9783081	0.7149507	0.875245	0.96550065	0.92206883	0.6944635	0.9192245	0.8024481	0.0	0.9216813	0.9394041	0.99667937	0.8697782	0.79244757	0.9684348	0.7731247	0.6157957	0.9424665	0.777624	0.82533014	0.8743056	0.9644991	0.95490205	0.8855477	0.70083046	0.90071046	0.7404244	0.96298534	0.7137146	0.9075984	0.91963214	0.66164845	0.92164606	0.71898794	0.8953073	0.636692	0.9807403	0.94437605	0.685165	0.6195479	0.8585549	0.7944084	0.78433764	0.78948665	0.46081012	0.78967124	0.9922726	0.7946118	0.8343612	0.7986164	0.8019623	0.76864034	0.821761	0.8608899	0.88050514	0.8092361	0.66488445	0.9352484	0.8725735	0.85443544	0.77066004	0.8345429	0.882948	0.89346284	0.7856938	0.79330957	0.95795333	0.70948553	0.9589319	0.84038734	0.8332119	0.79919237	0.8688406	0.93807137	0.9693402	0.8784656	0.88645434	0.8499056	0.84193647	0.6370788	0.9365794	0.7541924	0.92416424	0.7468651	0.70661074	0.88318294	0.84390885	0.9498324	0.7812745	0.9269392	0.7524677	0.6420812	0.91109854	0.36595994	0.7093895	0.74531925	0.89337796	0.7039689	0.9447598	0.9859579	0.93930787	0.85944575	0.9728767	0.9872358	0.8557553	0.92297226	0.9226631	0.8281784	0.7961495	0.68368554	0.8479842	0.88526464	0.8220379	0.8681091	0.81874245	0.8832401	0.7125045	0.7584397	0.92706376	0.8179318	0.9142631	0.88256234	0.9071559	0.9531979	0.9013469	0.79123926	0.76401705	0.9028355	0.85271883	0.71984977	0.9441644	0.9179816	0.82542294	0.88628525	0.9732134	0.87431186	0.854367	0.94950527	0.73293346	0.9376121	0.8299811	0.8300817	0.79937476	0.87966096	0.90779763	0.95963174	0.80828124	0.85214925	0.982412	0.9111454	0.5077671	0.58442503	0.8751695	0.9495883	0.8364763	0.9381822	0.821915	0.74008155	0.8313415	0.7685508	0.9148528	0.95365334	0.8996755	0.927016	0.91596544	0.5941179	0.96276706	0.8901927	0.96110326
oppervlak/noun	0.9539957	0.90266275	0.61040294	0.6323827	0.93936867	0.87372285	0.78938574	0.91983634	0.7951454	0.8339942	0.8369124	0.92265433	0.8707459	0.9235957	0.53942764	0.9216813	0.0	0.8298041	0.98696136	0.8385282	0.92700195	0.8529097	0.6354611	0.7937736	0.9347195	0.87580746	0.93038297	0.8168559	0.82258457	0.81389743	0.81497955	0.89462656	0.8636337	0.88025016	0.93706006	0.83386195	0.80355394	0.93620217	0.6195016	0.8790121	0.7820884	0.8064195	0.87936676	0.9686873	0.9740882	0.6749815	0.6244577	0.7473753	0.837799	0.8571196	0.7728948	0.7525985	0.8465925	0.86927	0.77845216	0.8082055	0.90192586	0.67901826	0.96090317	0.92901695	0.811123	0.7990312	0.7929203	0.7485038	0.798558	0.64190197	0.91945356	0.7499531	0.9484762	0.89488745	0.82638305	0.83708334	0.85384667	0.91210246	0.8458713	0.8778511	0.89899635	0.8316644	0.89212376	0.5003041	0.87707376	0.866007	0.9043922	0.63799644	0.91374505	0.67808783	0.67392457	0.8527947	0.9321046	0.9066404	0.81956416	0.78701484	0.8582592	0.7560487	0.92123705	0.8209529	0.7580616	0.79881513	0.83373976	0.93289834	0.8555136	0.657364	0.9340219	0.8335146	0.91062605	0.85605985	0.9532087	0.8965732	0.6656822	0.88196677	0.71702206	0.80532664	0.90200675	0.68305254	0.7995608	0.91318613	0.752115	0.8240778	0.80517983	0.8848921	0.814388	0.8022092	0.88504374	0.77612066	0.88495606	0.8787755	0.68698215	0.5613214	0.89328367	0.8717388	0.9360822	0.8365131	0.71144676	0.88766474	0.8857009	0.60562736	0.8322088	0.8507304	0.9387618	0.80647093	0.80387414	0.9438937	0.91787076	0.8412531	0.8924166	0.69544756	0.9686409	0.77829754	0.8265551	0.86869574	0.8813357	0.7828188	0.84701836	0.88565266	0.8221374	0.8922217	0.8885159	0.92814946	0.5340259	0.8263241	0.84478	0.9321642	0.94526553	0.92109823	0.8586256	0.48531365	0.656278	0.81386775	0.9283941	0.90681154	0.8527205	0.8086735	0.79997885	0.8921183	0.71510166	0.97115403
discipline/noun	0.73700315	0.7036258	0.75928944	0.92177886	0.6181154	0.41496515	0.8341843	0.5606295	0.6902257	0.65807754	0.842449	0.757038	0.6580957	0.7844739	0.9395463	0.9394041	0.8298041	0.0	0.98161423	0.77009845	0.81938773	0.93777597	0.99298394	0.89669734	0.6341919	0.6327292	0.81936824	0.89922774	0.8496189	0.79091084	0.8378915	0.58503985	0.76542854	0.861117	0.89404917	0.753412	0.8175883	0.86459136	0.8034212	0.87476856	0.77016795	0.81569344	0.8885001	0.91016275	0.9470199	0.962647	0.90843517	0.8928082	0.7675383	0.59035534	0.8407695	0.92689455	0.70317155	0.90949696	0.84357834	0.6750126	0.8073518	0.63683856	0.7692748	0.90529877	0.78166014	0.64414513	0.77775216	0.9349485	0.4990301	0.8998414	0.86761564	0.7967335	0.7424171	0.918121	0.78775495	0.8682643	0.6053867	0.93120253	0.8337905	0.90545493	0.8072027	0.83986956	0.9126065	0.86760855	0.87021303	0.9286598	0.8786117	0.79175556	0.97260493	0.7291417	0.9716511	0.85971427	0.7794092	0.6107157	0.90857077	0.8411852	0.86702156	0.7613737	0.921191	0.9304739	0.86382073	0.8464049	0.8463098	0.6980099	0.90196294	0.93375653	0.86169934	0.8472264	0.8461648	0.9449182	0.8874285	0.8825214	0.9150578	0.8266561	0.9383768	0.82256514	0.8833056	0.7636805	0.7998685	0.7633292	0.7698608	0.6684093	0.85416484	0.8659902	0.90080357	0.7526955	0.81325084	0.69837373	0.9056319	0.41097075	0.54197204	0.86029005	0.770636	0.601802	0.77723473	0.86669564	0.660119	0.77307737	0.7779608	0.82983756	0.8383234	0.8372674	0.4966942	0.82901484	0.8472781	0.8615001	0.7391485	0.8354684	0.72210336	0.82985216	0.9195017	0.5933317	0.73180443	0.88428336	0.84143764	0.65310156	0.6918237	0.87805676	0.7629756	0.69697464	0.8012406	0.9237658	0.82520896	0.8330851	0.85999954	0.7469039	0.85464907	0.87983733	0.87964255	0.87476546	0.9191505	0.87160265	0.78407705	0.55423224	0.5328269	0.7897927	0.87822884	0.85338545	0.90919685	0.63920677
provincie_raad_lid/noun	0.9648996	0.9496969	0.9852137	0.97251654	0.9830355	0.9869362	0.9773691	0.99262285	0.9524875	0.88338137	0.95803595	0.97461355	0.82462454	0.88775957	0.9816928	0.99667937	0.98696136	0.98161423	0.0	0.96225995	0.81921554	0.9871304	0.9842081	0.94848186	0.88360435	0.98468286	0.93312734	0.9857612	0.8941051	0.9748595	0.97451496	0.9386862	0.92444676	0.9783109	0.9329509	0.93908936	0.9979218	0.9868986	0.984617	0.9704083	0.9600907	0.8513923	0.9285812	0.67728484	0.920951	0.94919044	0.9970173	0.922624	0.94444627	0.9923981	0.977959	0.9717467	0.98372775	0.9430146	0.97169983	0.9408622	0.9507136	0.98331267	0.9753952	0.983216	0.9566022	0.9106525	0.9419854	0.9879627	0.97504526	0.9491312	0.96358985	0.9056057	0.9637816	0.7360451	0.9522593	0.8966838	0.9799054	0.9600811	0.94310606	0.6007192	0.9461755	0.93174297	0.98386055	0.99640334	0.9570028	0.9728966	0.9448722	0.93242764	0.9842552	0.98346215	0.9843903	0.9410526	0.92178607	0.9608305	0.970286	0.97168094	0.9558809	0.9107347	0.8956452	0.9384551	0.95953107	0.9714221	0.96401757	0.9097237	0.96363586	0.9909455	0.9215177	0.9682594	0.94665205	0.55286574	0.97859323	0.9710658	0.96908087	0.97823167	0.9558555	0.9899837	0.98833835	0.93932784	0.97090214	0.94924927	0.90341294	0.9634802	0.9408254	0.7477185	0.93467087	0.9121211	0.88828063	0.90440905	0.957006	0.9853071	0.99599177	0.97133934	0.9341066	0.9324425	0.9891589	0.9519518	0.9536545	0.8514479	0.941288	0.99494225	0.9812758	0.9563345	0.9785938	0.96571994	0.903008	0.95147794	0.9685435	0.94274294	0.9307484	0.9808295	0.9720205	0.9866985	0.9577399	0.7740773	0.9463353	0.967502	0.95697045	0.97776437	0.9138435	0.9646888	0.9328666	0.9949096	0.9897497	0.9786055	0.99301785	0.9255051	0.94827735	0.97686315	0.9709381	0.99886805	0.9924888	0.98627186	0.96326584	0.973247	0.9492962	0.8939916	0.99830395	0.9830047	0.9830012	0.9697184
stress/noun	0.7789439	0.86469746	0.9373432	0.7230907	0.80624425	0.8673672	0.9324995	0.82079583	0.52666235	0.6890049	0.681177	0.8569149	0.6213113	0.7064277	0.8272246	0.8697782	0.8385282	0.77009845	0.96225995	0.0	0.8000007	0.93611145	0.8571443	0.8375341	0.7347029	0.8624826	0.79317564	0.40467596	0.8817621	0.41736418	0.82373667	0.59166086	0.7535421	0.7288481	0.8811976	0.46070844	0.97394186	0.815718	0.5556444	0.81268907	0.7621349	0.82950014	0.6800635	0.92604005	0.8963624	0.70242786	0.84119	0.799585	0.70710784	0.9079372	0.8021688	0.717007	0.7716852	0.8371935	0.77627426	0.6613705	0.71342635	0.6931586	0.76685	0.5372101	0.7794486	0.8049604	0.75107694	0.798383	0.61186826	0.91447365	0.81602037	0.77680933	0.8642016	0.6817777	0.73287123	0.89631194	0.75263083	0.83308506	0.7538444	0.8390351	0.85195583	0.6743006	0.86093366	0.87758124	0.8339432	0.88963217	0.77791184	0.82886183	0.9425105	0.90199673	0.80143994	0.821774	0.5398712	0.73346853	0.8372337	0.7214373	0.95534414	0.7696746	0.950547	0.77131236	0.69759345	0.88305074	0.8430624	0.5960419	0.69287175	0.796598	0.7768128	0.825631	0.61820555	0.9320916	0.869499	0.8485594	0.83966315	0.9026609	0.8099276	0.92134625	0.8498745	0.86309516	0.6681552	0.6844053	0.68907344	0.8698904	0.7408269	0.8390378	0.8187506	0.84461415	0.7910843	0.5505632	0.7581491	0.7873727	0.86815065	0.8948334	0.7557384	0.6736288	0.7746335	0.8835153	0.9283239	0.7200248	0.86878973	0.9520354	0.75536406	0.876479	0.9182152	0.88506204	0.76733536	0.77201104	0.81337285	0.7382393	0.644532	0.5933343	0.83768696	0.7815874	0.7706739	0.86766356	0.8379693	0.6449233	0.7946415	0.8067935	0.8133744	0.73589224	0.7977083	0.67429304	0.86640453	0.7935382	0.9295332	0.61132586	0.8217815	0.71599144	0.8435953	0.91058475	0.7783531	0.7241503	0.7895113	0.77664655	0.46771753	0.80931246	0.8235246	0.8428622	0.9049322	0.874251
vind/verb	0.7665484	0.7256495	0.90515196	0.8433899	0.86712444	0.89930373	0.940698	0.90111166	0.5820402	0.35528558	0.6705712	0.8121855	0.7170037	0.6640358	0.943539	0.79244757	0.92700195	0.81938773	0.81921554	0.8000007	0.0	0.97425365	0.97403735	0.6916636	0.9133152	0.775143	0.65178	0.88641423	0.74797136	0.7565035	0.58006567	0.8660756	0.9355525	0.82004917	0.6320946	0.83015597	0.90659064	0.8101842	0.8256482	0.73110664	0.5896317	0.80037653	0.73094666	0.59731185	0.78881806	0.8894327	0.8777038	0.89134663	0.82546073	0.8144245	0.8166113	0.73291546	0.8167253	0.9199206	0.7434648	0.6373576	0.9016707	0.88640845	0.87443393	0.8732688	0.75213426	0.7167226	0.96272063	0.8940178	0.79590076	0.94621056	0.70756197	0.7994915	0.8192186	0.7281734	0.60484207	0.8771611	0.7851778	0.82035834	0.64615	0.8460946	0.5766612	0.761871	0.9006503	0.9204118	0.6618985	0.9757995	0.6751704	0.9262379	0.9063743	0.95621455	0.8794513	0.68656754	0.76426417	0.8018484	0.7955313	0.77042603	0.8118604	0.69297045	0.9603137	0.85117257	0.96163934	0.81987983	0.60649836	0.7485951	0.87351424	0.8104842	0.8506514	0.77907884	0.67535126	0.939186	0.92747396	0.92547363	0.89424	0.9242304	0.93759096	0.91114646	0.9395541	0.8987355	0.68242973	0.91238683	0.7366686	0.76821697	0.68761706	0.77389306	0.93337	0.87364936	0.6798407	0.69119674	0.83256465	0.86450505	0.846036	0.87564933	0.54666686	0.8156664	0.8668147	0.8677272	0.8434682	0.9052483	0.8769521	0.9744685	0.8173249	0.7609326	0.93180704	0.6803406	0.61177266	0.9807422	0.9218614	0.8199827	0.60588074	0.89890695	0.8790302	0.8284436	0.66005117	0.84345853	0.6265744	0.79347855	0.9053677	0.7496295	0.74630105	0.8088642	0.7881321	0.8864896	0.7973275	0.9368539	0.9031111	0.79996467	0.8003562	0.7807528	0.7601329	0.9592205	0.9041157	0.9391423	0.9859604	0.91027826	0.8710778	0.8557795	0.7960985	0.8434455	0.72777617	0.9634403
list/noun	0.9247095	0.887585	0.955485	0.8104775	0.93442833	0.86174905	0.9731935	0.94708955	0.8899527	0.9544021	0.72355765	0.8005599	0.8697634	0.91674346	0.5565023	0.9684348	0.8529097	0.93777597	0.9871304	0.93611145	0.97425365	0.0	0.9948328	0.9503367	0.94661623	0.98012495	0.9693365	0.8588897	0.9531647	0.77441	0.89747405	0.88197047	0.95320505	0.89042175	0.98998666	0.9091513	0.9468614	0.9738744	0.90624297	0.9303345	0.9294087	0.8752581	0.9242331	0.9358757	0.9721523	0.96542346	0.8474046	0.7997517	0.9007697	0.98478526	0.92249584	0.8558093	0.9832305	0.9570673	0.8939249	0.96600866	0.94171745	0.75322545	0.94244134	0.85587215	0.9027459	0.9113592	0.9221082	0.9167342	0.93911207	0.8285223	0.9500801	0.7488225	0.96002924	0.95230925	0.87871003	0.8531318	0.955572	0.9532127	0.93882406	0.9650607	0.92868173	0.93276507	0.91909283	0.8302438	0.9425074	0.7760402	0.9234181	0.8513636	0.91208494	0.86533606	0.9221824	0.95118105	0.95936865	0.9444863	0.9958021	0.9714416	0.71443117	0.8031535	0.8466153	0.9370501	0.8143594	0.90486974	0.8168709	0.9460875	0.9670229	0.8259953	0.9729392	0.8803503	0.92209506	0.90632117	0.96548915	0.9812018	0.8934376	0.9496876	0.95987105	0.9736918	0.85314083	0.9357967	0.91276646	0.9469744	0.9817761	0.950016	0.89424133	0.9703164	0.9231033	0.9313228	0.93047607	0.85452485	0.9601087	0.9350223	0.90884215	0.97014165	0.93224007	0.93511033	0.9214323	0.97423685	0.8944509	0.99006855	0.92198604	0.8335991	0.9721375	0.9431035	0.9039522	0.9850363	0.9685472	0.9686232	0.9589415	0.89697903	0.9623727	0.8715826	0.89015734	0.89781106	0.9139514	0.89251494	0.9311314	0.88593847	0.9540175	0.9832403	0.94876176	0.952242	0.9365332	0.9852383	0.8539019	0.88725156	0.46900767	0.9621384	0.9104848	0.86349165	0.94076025	0.9697722	0.8887333	0.7482129	0.9697518	0.974433	0.9150386	0.9287091	0.9855101	0.97708124	0.8463512	0.9013765
