	plek/noun	klink/adj	belofte/noun	republiek/noun	orgasme/noun	compliment/noun	drank/noun	refrein/noun	gevoel/noun	vaderland/noun	gerecht/noun	bed/noun	patent/noun	bijstand/noun	gewaad/noun	zo/adv	uitzicht/noun	moment/noun	euforie/noun	boodschap/noun	koor/noun	werkster/noun	visioen/noun	landschap/noun	interventie/noun	passage/noun	tribunaal/noun	lichaam/noun	kroon/noun	vrede/noun	staat/noun	naam/noun	veeleer/adv	naar/adj	ruimte/noun	haast/adv	status/noun	harmonie/noun	sereniteit/noun	zij/pron	nul/noun	melodie/noun	plezier/noun	maar/adv	rijk/noun	gezang/noun	koor_DIM/noun	blauw/noun	symbool/noun	vuur/noun	dressing/noun	gewelf/noun	geluk/noun	droefheid/noun	paradijselijk/adj	gave/noun	stil/adj	afgezant/noun	voetbal_tempel/noun	herrie/noun	getal/noun	aureool/noun	rust/noun	zaak/noun	haven/noun	hulp/noun	schoonheid/noun	kunst/noun	muziek/noun	komedie/noun	paradijs/noun	stem/noun	ijl/adj	monument/noun	piano_spel/noun	tegelijk/adj	minstens/adv	ding/noun	koning/noun	pad/noun	tip/noun	gestreken/adj	menu/noun	geluid/noun	glimlach/noun	dauw/noun	vaak/adj	vader/noun	perfectie/noun	tafereel/noun	iets/noun	aardappel/noun	stad/noun	tweeling/noun	kleur/noun	het/det	missie/noun	iets/adv	sfeer/noun	tuin/noun	mandaat/noun	zaligheid/noun	maal/noun	optreden/noun	vrijheid/noun	of/vg	ervaring/noun	licht/noun	modder/noun	geschenk/noun	meest/adj	vorst/noun	sopraan/noun	zangeres/noun	lof_trompet/noun	helderheid/noun	sauna/noun	klank/noun	heerlijkheid/noun
paradijselijk/adj	0.5314487	0.91413873	0.6423639	0.90712976	0.90699005	0.97574586	0.82587993	0.9627922	0.778075	0.85815	0.97799784	0.9662657	0.905727	0.89101636	0.9209898	0.80602497	0.5161035	0.83595306	0.90185905	0.8566252	0.79930806	0.92054194	0.4113533	0.43385345	0.7939679	0.84553677	0.9463848	0.67568934	0.95355034	0.7782306	0.72388947	0.9287545	0.7725314	0.85920775	0.662128	0.52398217	0.8674975	0.7761307	0.80254585	0.8682865	0.9562823	0.84462535	0.8266853	0.9034452	0.74255675	0.7183827	0.97474074	0.83602566	0.7633747	0.9694266	0.93864095	0.86326647	0.7808174	0.8172327	0.0	0.72314656	0.68212473	0.95953685	0.82390344	0.8113202	0.8001604	0.757636	0.75246894	0.9847236	0.7906041	0.89988625	0.5541736	0.63135636	0.77740395	0.6352786	0.51836675	0.80941	0.7293601	0.66929567	0.8829286	0.572932	0.9050446	0.8518607	0.9499364	0.88422024	0.95088214	0.71835625	0.9506754	0.71999454	0.8489585	0.8752712	0.74603164	0.84160656	0.8265796	0.38682944	0.77864265	0.9439213	0.5686146	0.7445405	0.65756345	0.72530854	0.992476	0.87224	0.5912144	0.4851765	0.9250761	0.72833514	0.8957473	0.9772942	0.69969183	0.8171984	0.8932525	0.63007057	0.91140586	0.927269	0.6644707	0.8643782	0.9480634	0.92658496	0.88711995	0.78621894	0.79038775	0.70721114	0.85752344
gave/noun	0.8611513	0.76824033	0.8950144	0.87271774	0.92398155	0.90258	0.8435098	0.75221777	0.64163506	0.7953224	0.9841744	0.9437211	0.99125934	0.9694596	0.89208096	0.884698	0.9420681	0.89531505	0.9091698	0.8498854	0.72041833	0.48593086	0.56737	0.8284576	0.7682654	0.7944236	0.99860585	0.7657712	0.6795019	0.83882076	0.9261961	0.89586633	0.514567	0.81361485	0.82363605	0.6107538	0.8555048	0.6548978	0.8010381	0.55706143	0.99049723	0.5568006	0.8220581	0.7461113	0.8283256	0.65104353	0.783308	0.92356765	0.72828645	0.989659	0.9784173	0.89809436	0.6807784	0.8088345	0.72314656	0.0	0.8181881	0.81384665	0.9865666	0.8665258	0.81551886	0.8529218	0.9280438	0.99950534	0.88341534	0.86353576	0.57152164	0.6776813	0.6988279	0.6525953	0.5789562	0.70298505	0.70232224	0.962735	0.8405968	0.55450636	0.9432711	0.6563761	0.7436714	0.91747934	0.95969427	0.9212341	0.9703944	0.7495933	0.9579813	0.9860118	0.7675115	0.872867	0.5265031	0.7798022	0.8010678	0.96159536	0.9135301	0.93504447	0.8570159	0.88716614	0.9630353	0.80216676	0.75909483	0.85168546	0.97259617	0.8997042	0.97744733	0.8876028	0.71579903	0.77410257	0.8077638	0.86709595	0.95418245	0.5523917	0.8429338	0.83852905	0.6388136	0.7265119	0.8909208	0.7270508	0.93475	0.6968802	0.9679159
stil/adj	0.39486766	0.72186506	0.76779085	0.9608201	0.8928511	0.93361557	0.8350886	0.8126756	0.65246737	0.94962686	0.91806376	0.88025737	0.95763993	0.9870322	0.7510091	0.70884025	0.6174597	0.6039231	0.57265997	0.87381303	0.69383574	0.7397515	0.6790724	0.56601715	0.9154831	0.72413194	0.97851837	0.7337659	0.93491364	0.80694276	0.8899268	0.8241622	0.5913828	0.7671261	0.68648314	0.63549906	0.8799506	0.7626227	0.68490857	0.8072107	0.9548012	0.7046877	0.6927189	0.7633401	0.8392905	0.5772179	0.8848073	0.7606702	0.79817426	0.8654989	0.97022396	0.82940114	0.67343175	0.5400487	0.68212473	0.8181881	0.0	0.964192	0.7222829	0.5944421	0.85776216	0.82008654	0.6421002	0.823833	0.8176037	0.89571834	0.5303539	0.6258619	0.58670115	0.8347395	0.8124248	0.6974215	0.6510551	0.6849187	0.7784608	0.6209214	0.73038495	0.76307344	0.89050746	0.8797402	0.9843737	0.7771207	0.91071063	0.61181295	0.82502884	0.8624444	0.70174026	0.9090449	0.7414257	0.62521076	0.6777991	0.9899263	0.62511015	0.9414394	0.6480833	0.7374402	0.9712142	0.8372755	0.5331831	0.68969953	0.97496504	0.81570053	0.83666956	0.89717793	0.8553935	0.68435764	0.8712003	0.7146592	0.86301476	0.8504499	0.5292367	0.9513414	0.74579036	0.74951756	0.99929553	0.74935704	0.65214777	0.7060387	0.9061346
afgezant/noun	0.83935684	0.9850372	0.81298065	0.8630364	0.9717023	1.0	0.98435235	1.0	0.96376246	0.7554082	1.0	0.99960196	0.9995899	1.0	0.9602288	0.9756273	0.8629224	0.98494595	0.99971366	0.9340992	1.0	0.9975017	0.79799753	0.9299313	0.8764678	0.92039406	0.7576909	0.9610029	0.8090432	0.79615885	1.0	0.9956106	0.9815179	0.90297616	0.9547328	0.9874459	0.84741825	1.0	0.9811222	0.8748218	0.96696275	1.0	0.9924084	0.95115006	0.7187518	0.9952894	1.0	1.0	0.8816321	1.0	1.0	1.0	0.9434848	0.9020887	0.95953685	0.81384665	0.964192	0.0	0.94390523	0.9700368	1.0	0.97980815	0.9616151	1.0	0.98131686	1.0	0.971573	0.9807333	0.9987399	0.9664354	0.6835184	0.95335686	1.0	0.90652436	0.9851972	0.8839012	0.9647894	0.9803014	0.75186646	0.904545	0.955563	1.0	1.0	0.999719	1.0	1.0	0.96549034	0.8466888	1.0	0.94401836	1.0	1.0	0.9017702	1.0	1.0	0.8332139	0.4906106	1.0	0.9713918	0.83656347	0.59685755	1.0	0.96978164	0.9803766	0.9681829	0.95058745	0.9557186	0.98271465	1.0	0.7442628	0.91098446	0.7982554	1.0	1.0	1.0	0.9530698	0.9720461	1.0	0.98275054
voetbal_tempel/noun	0.73596704	0.86395043	0.9309989	0.85191107	0.90519154	0.98986137	0.8972681	0.96581817	0.76528716	0.97343993	0.97395974	0.9943121	0.9271679	0.9948142	0.85807747	0.68051827	0.8581085	0.53547925	0.70825154	0.9714517	1.0	0.9118782	0.9202965	0.83043957	0.88294786	0.9100456	0.9951525	0.9064999	0.98534364	1.0	0.79702276	0.96837234	0.8648715	0.9449247	0.7986356	0.9473561	0.9742501	0.91608703	0.76390916	0.9908714	0.96252805	0.97216654	0.8436991	0.98179436	0.920238	0.937945	0.9388055	0.8465835	0.8836326	1.0	0.92392963	0.91064596	0.9017006	0.6224602	0.82390344	0.9865666	0.7222829	0.94390523	0.0	0.9027628	0.9713369	0.9082893	0.9856763	0.99718237	0.8791991	0.9971557	0.8827332	0.84300894	0.8579157	0.9666063	0.93044394	0.9437613	0.9083393	0.8484831	0.9743324	0.8500365	0.94265217	0.94741064	0.9994485	0.9797194	0.8962461	0.9925343	0.9981858	0.8861305	0.8937889	0.9145445	0.89987123	0.9908104	0.9788075	0.9226744	0.96380836	0.983385	0.82896936	0.952356	0.91401607	0.9396683	0.9976663	0.95497316	0.8584854	0.86282945	0.98450536	1.0	0.8890076	1.0	0.96204066	0.87708867	0.9713559	0.8795485	0.95653677	0.85167295	0.84850615	0.99693304	0.9639308	0.9357695	0.99952525	0.91852665	0.8543439	0.92172396	0.9789997
herrie/noun	0.81310093	0.7106135	0.8135966	0.9722151	0.8897315	0.9865829	0.5451778	0.64103365	0.86410916	0.9915311	0.859323	0.9585755	0.98935276	0.94233114	0.82226974	0.79560816	0.75400996	0.87496567	0.95555395	0.8860432	0.69209385	0.8682154	0.8124096	0.74123704	0.9727112	0.63119036	1.0	0.78704774	0.9873171	0.8787197	0.99684066	0.9279337	0.87119496	0.75428385	0.67700636	0.6752859	0.9406169	0.78299206	0.8405303	0.9508892	0.9750009	0.6142131	0.84154487	0.70983505	0.8674874	0.4054491	0.8087388	0.80082214	0.9376859	0.839537	0.97086394	0.91856116	0.94672406	0.93093383	0.8113202	0.8665258	0.5944421	0.9700368	0.9027628	0.0	0.9455499	0.8598813	0.8855857	0.95737433	0.97451043	0.9752409	0.741202	0.811803	0.499124	0.9551366	0.8732747	0.66625094	0.48112047	0.855777	0.728624	0.7604703	0.9681436	0.75293183	0.97202307	0.799364	0.9484233	0.8043755	0.8749534	0.41892183	0.8978374	0.9074068	0.6712136	0.939846	0.81175834	0.8096619	0.8249207	0.9368206	0.8689744	0.98987436	0.7592906	0.795313	0.9857682	0.8591068	0.6393605	0.82848394	0.9851746	0.7010231	0.7632352	0.8769617	0.95779073	0.67875236	0.91058826	0.69804096	0.5242459	0.8679751	0.7773028	0.9309092	0.6118313	0.6277455	0.9999189	0.7637397	0.92121196	0.56755	0.9348974
getal/noun	0.9205873	0.718791	0.9101091	0.85986155	0.970782	0.91487473	0.9060104	0.8737012	0.779359	0.8888264	0.9006419	0.90106183	0.9271965	0.9731716	0.85954833	0.802177	0.9611621	0.9416279	0.94032633	0.8799964	0.8168403	0.9451391	0.7096528	0.82433903	0.80072176	0.8851381	0.96882015	0.83384645	0.9667154	0.82212514	0.90650815	0.71472967	0.7895352	0.6876037	0.9192692	0.72374094	0.8593104	0.76318115	0.90014946	0.9430395	0.26059663	0.7846093	0.96220267	0.79566175	0.914203	0.77934736	0.83743423	0.7739744	0.6603346	0.9338743	0.95524544	0.9525944	0.86178267	0.9385009	0.8001604	0.81551886	0.85776216	1.0	0.9713369	0.9455499	0.0	0.832967	0.87369895	0.9977035	0.90040565	0.9928255	0.7795011	0.8682507	0.8333213	0.8154299	0.7739368	0.82890594	0.89000416	0.900812	0.86230844	0.7658226	0.848506	0.8500347	0.96647406	0.97819656	0.97270113	0.995502	0.9237964	0.8622135	0.9413472	0.99602884	0.75579613	0.95081735	0.7873491	0.7308297	0.75210196	0.96289766	0.90750265	0.97358024	0.7967286	0.8062123	0.9364429	0.7525798	0.8306488	0.9079918	0.9850646	0.99313694	0.5863542	0.91231066	0.77679664	0.85347354	0.8662774	0.86422855	0.94444823	0.9310283	0.8365771	0.8702817	0.87290883	0.9095248	0.999834	0.8699781	0.9428675	0.8922771	0.9946624
aureool/noun	0.89431006	0.83718485	0.87439823	0.97204775	0.9201499	0.99070215	0.84476	0.9082941	0.87367886	0.889535	0.8261999	0.9407228	0.957404	0.9711433	0.71593857	0.8726005	0.8331504	0.8580657	0.8905976	0.8401238	0.8623856	0.96780866	0.8168083	0.6987263	0.97395486	0.8613113	0.9445355	0.75747955	0.7166836	0.8736301	0.9189765	0.67072946	0.8024456	0.86936533	0.8461585	0.77525693	0.72876155	0.75257546	0.87587476	0.8923937	0.8840705	0.8283898	0.92446464	0.92868185	0.9298274	0.76842296	0.803507	0.9475794	0.7211066	0.81983227	0.8834545	0.75784755	0.8543037	0.89807785	0.757636	0.8529218	0.82008654	0.97980815	0.9082893	0.8598813	0.832967	0.0	0.84286547	0.9402132	0.99008304	0.99399304	0.82737017	0.82455385	0.7540747	0.77408844	0.92033154	0.8361789	0.86278236	0.830831	0.803534	0.8736242	0.9302896	0.9176938	0.8749234	0.9200425	0.9088185	0.9485406	0.84282744	0.75740886	0.8255645	0.9556597	0.8092421	0.753669	0.82398915	0.8080884	0.8989267	0.9075674	0.8322901	0.7507045	0.87207764	0.84170735	0.85253084	0.84088993	0.8581358	0.9249052	0.9308106	0.8992809	0.8662095	0.9259697	0.87205064	0.8446697	0.9109915	0.86288536	0.9668487	0.80552095	0.7421729	0.96880513	0.8728959	0.8953815	1.0	0.8120611	0.8975347	0.8128357	0.95914066
rust/noun	0.5847907	0.8842936	0.5440227	0.95317286	0.9598988	0.9811558	0.9215915	0.9102053	0.56452125	0.9386957	0.9079721	0.9284718	0.9538332	1.0	0.8782175	0.9090677	0.68000364	0.6910515	0.70095944	0.80035895	0.8187149	0.999501	0.72016275	0.71169317	0.93037546	0.8910486	0.9577311	0.7316576	0.9823541	0.46450526	0.7658076	0.98351794	0.8452092	0.8887943	0.77437437	0.77729094	0.88671166	0.501515	0.33825332	0.88654053	0.8519276	0.7989595	0.86129946	0.87915945	0.84266776	0.685425	0.99513084	0.74091303	0.7567698	0.9433955	0.9667408	0.8827538	0.46770906	0.8040348	0.75246894	0.9280438	0.6421002	0.9616151	0.9856763	0.8855857	0.87369895	0.84286547	0.0	0.5563296	0.9504424	0.9653857	0.4460795	0.756912	0.68811244	0.9936749	0.89037716	0.8790841	0.7536886	0.9122376	0.97985417	0.53919387	0.89155763	0.7632611	0.97505987	0.8938873	0.94764704	0.96837515	0.93201786	0.8174526	0.90636617	0.9653762	0.92062485	0.9142049	0.5760772	0.71209663	0.7993496	0.99799144	0.79057527	0.897908	0.746385	0.8605789	0.8352457	0.8662851	0.55418193	0.64176786	0.9055587	0.85877246	0.8734506	0.8743744	0.63786566	0.8837406	0.9031926	0.79123795	0.9071871	0.9039682	0.87898517	0.9226653	0.95845366	0.92132777	0.97135913	0.5420835	0.50460017	0.7654159	0.935371
zaak/noun	0.84373593	0.94219273	0.85805047	0.9997786	0.9993604	0.9674855	0.8390893	0.9983449	0.81682783	0.9964635	0.7777445	0.9813383	0.88337266	0.90468395	0.98697805	0.9405553	0.9723137	0.79901767	0.73133135	0.90808123	0.95934504	0.99909574	0.979078	0.9666908	0.87105465	0.9497038	0.80043745	0.99043787	0.99993193	0.8209039	0.9339793	0.9404606	0.9829336	0.96229815	0.85355157	0.97401494	0.83548766	0.6558151	0.65422076	0.92703396	0.99853987	0.9405159	0.97325534	0.9391579	0.9515775	0.82454795	0.9540827	0.76006407	0.9521485	0.92941946	0.81365144	0.93131554	0.7997644	0.99915004	0.9847236	0.99950534	0.823833	1.0	0.99718237	0.95737433	0.9977035	0.9402132	0.5563296	0.0	1.0	0.95405495	0.7424172	0.97183335	0.83727074	0.9953247	0.9927768	0.93176186	0.8987678	0.9715093	1.0	0.7713028	0.8532678	0.85751253	0.9968559	0.9998563	0.7205851	0.9450436	0.699923	0.8845206	0.99699056	0.9991371	0.94074816	0.93248713	0.716178	0.9614344	0.98601764	0.84355855	0.96761584	0.99803674	0.77205575	0.7289994	0.88307124	0.88581175	0.7455956	0.9868171	0.8930724	0.82362676	0.9527766	0.93213385	0.96766543	0.9596067	0.91633993	0.8592185	1.0	0.9896585	0.91874814	0.9995704	0.99967253	0.9995662	0.9997017	0.5945953	0.69361657	0.87599194	0.9544678
haven/noun	0.7666228	0.97194356	0.9559371	0.9638822	0.99623275	0.69022775	0.94219553	0.99732894	0.9993126	0.9669805	0.99998873	0.5810926	0.99715865	0.9998815	0.9563371	0.81536436	0.71733004	0.9569457	0.9848498	0.6083861	0.9594773	0.96706086	0.8028015	0.6162412	0.90705615	0.76390654	0.99037004	0.9490008	0.98523015	0.86893404	0.85641825	0.98494	0.9252272	0.9767316	0.8925675	0.92799044	0.984093	0.97426265	0.9597922	0.8241086	0.9970566	0.9878243	1.0	0.92033076	0.95816875	0.9074528	0.99995005	0.9342064	0.9363643	0.996779	0.9999567	0.97550434	0.9522017	0.9593206	0.7906041	0.88341534	0.8176037	0.98131686	0.8791991	0.97451043	0.90040565	0.99008304	0.9504424	1.0	0.0	0.99993503	0.92107695	0.95286936	0.9236039	0.9269527	0.83791727	0.95581144	0.93553674	0.90213495	0.9999835	0.88857263	0.8805761	0.99988294	0.9693012	0.7491133	0.99135154	0.8278637	0.99689263	0.8533597	0.99154127	0.8105298	0.9890865	0.9556473	0.9916996	0.90166867	0.99987406	0.9864382	0.54816234	0.98417985	0.9311388	0.87819713	0.95141834	0.9836719	0.80095565	0.8008709	0.8621552	0.99253666	1.0	1.0	0.93775684	0.8499043	1.0	0.8014139	0.9825131	0.91240495	0.9253975	0.89696944	1.0	0.93309116	0.9996042	0.9942164	0.88896054	0.8446575	0.98652774
hulp/noun	0.91399205	0.980685	0.8363463	0.8012164	0.83288884	0.9843939	0.963624	0.9818797	0.96505487	0.96736246	0.98783207	0.8959259	0.99135876	0.2061534	0.96259403	0.9075397	0.9568432	0.9583165	0.93544424	0.9423851	0.9759583	0.5901753	0.9140784	0.9533762	0.73058295	0.9900424	0.63666487	0.95413214	0.97572505	0.94842917	0.785304	0.98640627	0.8674692	0.9473162	0.9976761	0.9587345	0.87604904	0.9982188	0.98890334	0.40049505	0.9674804	0.9244835	0.9270594	0.9103145	0.5845159	0.9803467	0.9881619	0.9606203	0.91844773	0.9823388	0.98973686	1.0	0.91944325	0.97515523	0.89988625	0.86353576	0.89571834	1.0	0.9971557	0.9752409	0.9928255	0.99399304	0.9653857	0.95405495	0.99993503	0.0	0.9690594	0.9528867	0.98065853	0.8692841	0.9748724	0.9797243	0.9887569	0.9875752	0.9682905	0.9151148	0.9614083	0.9297628	0.9238284	0.89772844	0.99270177	0.9793796	0.9794069	0.9438029	0.9867749	0.96093005	0.76751465	0.92086506	0.9927149	0.9162064	0.9093778	0.9785955	0.94409823	0.92401946	0.9615084	0.9136819	0.9731627	0.7953161	0.979748	0.89647704	0.8850116	0.9685964	0.9663025	0.9596356	0.9295905	0.6004537	0.94047666	0.9857121	0.98062575	0.95160806	0.92492443	0.9140229	0.97686255	0.9847625	1.0	0.964607	0.97007513	0.95727015	0.9785691
schoonheid/noun	0.6173661	0.7304102	0.7155708	0.8483003	0.90729994	0.9369923	0.78465843	0.68472445	0.37401015	0.799469	0.9046269	0.9373172	0.82217586	0.9930335	0.75981265	0.7661894	0.66889906	0.5672648	0.6914531	0.7421546	0.6123362	0.87263685	0.5693825	0.55081713	0.85556376	0.60590136	0.9613037	0.44312882	0.7937768	0.5245776	0.7692723	0.93726695	0.497998	0.68367445	0.50543654	0.32161516	0.7394612	0.35375375	0.40747207	0.7562561	0.9651078	0.5200318	0.6820257	0.7960004	0.8141335	0.54391724	0.8894636	0.6181643	0.54466784	0.80175304	0.95770633	0.65583324	0.4481913	0.60003877	0.5541736	0.57152164	0.5303539	0.971573	0.8827332	0.741202	0.7795011	0.82737017	0.4460795	0.7424172	0.92107695	0.9690594	0.0	0.47990537	0.4666978	0.79296297	0.7050322	0.6252847	0.50219417	0.6441804	0.7536894	0.33183593	0.8641242	0.66777253	0.837	0.9338836	0.91911954	0.7755475	0.8970375	0.55504096	0.7889645	0.9047571	0.64370364	0.84907013	0.30044204	0.549075	0.5594944	0.96888345	0.7326492	0.81485826	0.42655927	0.6792814	0.9009297	0.7213527	0.35166025	0.64743763	0.9689841	0.7272997	0.8475917	0.8533452	0.55770564	0.71304387	0.8088556	0.5202028	0.87466836	0.79294217	0.6747802	0.86683184	0.74143934	0.7425504	0.9106925	0.3539412	0.71571153	0.47131407	0.8361243
kunst/noun	0.6634402	0.7624777	0.8380315	0.90151465	0.759059	0.9429596	0.8509715	0.8512794	0.65577424	0.81559336	0.9313321	0.91599315	0.91889423	0.94698715	0.86979014	0.8615137	0.7228228	0.8428384	0.86493844	0.75613296	0.80249155	0.8595698	0.6501468	0.6137952	0.8975146	0.7110126	0.97283083	0.6601734	0.9174757	0.73914003	0.8927889	0.94129825	0.73646665	0.85058814	0.5389216	0.6485405	0.794389	0.6595454	0.7289237	0.8333634	0.9906884	0.6591356	0.66979146	0.809681	0.8296981	0.7491553	0.8331917	0.83739686	0.6434638	0.90738255	0.94764775	0.6468658	0.7140081	0.76364905	0.63135636	0.6776813	0.6258619	0.9807333	0.84300894	0.811803	0.8682507	0.82455385	0.756912	0.97183335	0.95286936	0.9528867	0.47990537	0.0	0.5606366	0.69087636	0.7437804	0.7592882	0.6231626	0.6811471	0.81221104	0.57469857	0.8606346	0.7196065	0.9350977	0.8317438	0.9591345	0.8996076	0.9490236	0.6909667	0.892903	0.9351276	0.7133473	0.91558397	0.5871224	0.689919	0.6838269	0.9428767	0.698884	0.85831326	0.6799705	0.8118851	0.9670661	0.8514081	0.6070146	0.6453771	0.9971381	0.75354266	0.90394247	0.7727337	0.62687707	0.7107541	0.8165277	0.7172215	0.9465285	0.8205239	0.8027588	0.91249317	0.8505027	0.83549887	0.85482234	0.68692875	0.80160505	0.64561754	0.8781726
muziek/noun	0.8199529	0.4479841	0.7073736	0.97253275	0.8983501	0.86398035	0.5859301	0.53258	0.54510665	0.85996425	0.76084274	0.91789407	0.9036679	0.9781886	0.6638192	0.7562497	0.8241997	0.76245284	0.7704858	0.7577452	0.3982318	0.8228083	0.7340521	0.6974199	0.9109226	0.47899675	0.97878116	0.72857344	0.91999835	0.73208314	0.87531537	0.67484343	0.6019825	0.6759987	0.5090928	0.48420465	0.8796016	0.38496578	0.632387	0.85100657	0.9496849	0.25614715	0.547029	0.75363106	0.93091226	0.2960757	0.5141185	0.7032805	0.8189015	0.846187	0.94246346	0.78338903	0.6860413	0.69628924	0.77740395	0.6988279	0.58670115	0.9987399	0.8579157	0.499124	0.8333213	0.7540747	0.68811244	0.83727074	0.9236039	0.98065853	0.4666978	0.5606366	0.0	0.9043986	0.946272	0.29483885	0.24082905	0.87302935	0.48212618	0.5554129	0.92671686	0.7656268	0.9413063	0.8643583	0.9310783	0.7036357	0.84484625	0.2634462	0.86158025	0.9953785	0.52747184	0.89057636	0.5428218	0.74393564	0.63936245	0.9462874	0.9170119	0.94398266	0.48504424	0.73095614	0.94659203	0.76478934	0.32563466	0.73619807	0.97883624	0.77911794	0.7945978	0.5260051	0.7585452	0.5948627	0.8033468	0.47847545	0.7594402	0.7497879	0.72354114	0.9557568	0.38256454	0.42648035	0.9903594	0.46659136	0.7893842	0.24291503	0.923033
komedie/noun	0.8800126	0.9425514	0.952188	0.9784043	0.94165397	0.93523675	0.93790114	0.9194833	0.82064563	0.86891013	0.97949606	0.8699516	0.68654	0.9072354	0.9976463	0.89398813	0.9634044	0.9866868	0.9876922	0.80961865	0.89428425	0.5997994	0.6834024	0.8135473	0.84777135	0.9506651	0.9975342	0.86505914	0.96138686	0.9035474	0.946774	0.8815703	0.71334577	0.71684587	0.88875353	0.7490393	0.9647132	0.88834584	0.89655674	0.7277913	0.9441008	0.86501473	0.91273665	0.76819825	0.7868783	0.84509933	0.9970691	0.91401017	0.8325767	0.982362	0.94028664	0.9374517	0.8889926	0.91450065	0.6352786	0.6525953	0.8347395	0.9664354	0.9666063	0.9551366	0.8154299	0.77408844	0.9936749	0.9953247	0.9269527	0.8692841	0.79296297	0.69087636	0.9043986	0.0	0.7428361	0.93012595	0.92983806	0.95765686	0.9678527	0.7844567	0.9458909	0.7933538	0.9573146	0.86893046	0.98793256	0.9672012	0.98972535	0.93329877	0.83289075	0.9507629	0.74242675	0.72034323	0.7388114	0.6233963	0.8429197	0.9529241	0.95018995	0.5987166	0.9170078	0.84186864	0.9729132	0.70564365	0.7993289	0.87275404	0.98333883	0.99695474	0.87730247	0.9885134	0.898115	0.8375195	0.86139274	0.8860509	0.9569577	0.8534431	0.75966346	0.88832295	0.97844505	0.96095747	1.0	0.82170457	0.95907396	0.92287695	0.9844411
paradijs/noun	0.63792104	0.9542294	0.6971734	0.8294377	0.9436783	0.9702662	0.8589482	0.92486453	0.89821005	0.81224036	0.9616829	0.99174553	0.91363853	0.9339141	0.9775679	0.9459183	0.74400103	0.90564567	0.9411547	0.8208614	0.8813628	0.8664346	0.40139782	0.6945869	0.79879665	0.8547614	0.9168992	0.797488	0.9170681	0.74544024	0.92536944	0.96123874	0.82035357	0.9375456	0.8798965	0.7532973	0.80166	0.88852644	0.89820063	0.8301901	0.9788281	0.9162226	0.9258778	0.96452993	0.745229	0.81480885	0.99114966	0.9047233	0.70936906	0.9389466	1.0	0.90195763	0.74763393	0.93684256	0.51836675	0.5789562	0.8124248	0.6835184	0.93044394	0.8732747	0.7739368	0.92033154	0.89037716	0.9927768	0.83791727	0.9748724	0.7050322	0.7437804	0.946272	0.7428361	0.0	0.912681	0.91709614	0.75738513	0.92757463	0.71577024	0.9930266	0.84249014	0.6869477	0.8833253	0.9620559	0.8936692	0.93379074	0.94166684	0.9667193	0.94420886	0.92529976	0.84749246	0.8796371	0.6725388	0.9423388	0.94223404	0.749503	0.9595569	0.8868318	0.71948886	0.75299555	0.9426937	0.80807775	0.631967	0.770355	0.7949853	0.98491305	0.97674584	0.6853825	0.87488854	0.864881	0.8510854	0.9837995	0.78535885	0.83942866	0.8203097	0.9351795	0.945709	0.95196605	0.9093287	0.8739063	0.9316036	0.9051845
stem/noun	0.8922357	0.35023528	0.76196307	0.9172764	0.92547846	0.9686494	0.800155	0.5150135	0.73931456	0.86803013	0.8756695	0.9861625	0.80633694	0.9859927	0.7269603	0.77505577	0.83372986	0.7128068	0.84651643	0.8151359	0.3524173	0.9073198	0.79724675	0.82852393	0.76500404	0.42149544	0.9478125	0.77456725	0.9260847	0.8269753	0.9217894	0.6023376	0.73547375	0.8272176	0.6256044	0.5618284	0.8583233	0.5642862	0.835906	0.83907366	0.93937963	0.23293269	0.60570955	0.8629269	0.9711355	0.39007682	0.45869654	0.84683824	0.89665425	0.8898881	0.96441233	0.907043	0.85776484	0.80743366	0.80941	0.70298505	0.6974215	0.95335686	0.9437613	0.66625094	0.82890594	0.8361789	0.8790841	0.93176186	0.95581144	0.9797243	0.6252847	0.7592882	0.29483885	0.93012595	0.912681	0.0	0.3192433	0.8144257	0.44507176	0.6978706	0.9536246	0.87736475	0.9284948	0.82353944	0.95141083	0.82107157	0.9600784	0.41486633	0.9020401	0.9896141	0.550812	0.9035517	0.67233944	0.83900785	0.7714148	0.9634656	0.9529602	0.9423157	0.562196	0.7419858	0.8929315	0.78387094	0.571826	0.9306341	0.9087253	0.7537131	0.76038367	0.542068	0.8920171	0.6910441	0.7942815	0.604601	0.86757034	0.8467484	0.71034455	0.9483973	0.29913276	0.28401524	1.0	0.6063434	0.93362343	0.3829844	0.97774595
