	sinds/prep	men/pron	taksen/noun	Canada/name	toelage/noun	LPF_minister/noun	successie_recht/noun	frank/noun	vertwijfeld/adj	Camiel/name	hoopvol/adj	nu/adv	accijns/noun	zoals/comp	overheid/noun	tarief/noun	hand/noun	maandag_avond/noun	KLM/name	administratie/noun	Informatie/name	been/noun	Lanaken/name	aanvankelijk/adj	vorder_terug/verb	invoer_recht/noun	arm/noun	ter/prep	vinger_DIM/noun	Griek/noun	hierover/pp	glas_DIM/noun	te/prep	gemeente/noun	handpalm/noun	laag/adj	omdat/comp	staat/noun	vanaf/prep	triomfantelijk/adj	alsof/comp	inkomst_belasting/noun	beeld_DIM/noun	als/comp	bovendien/adv	toegang/noun	per/prep	en/vg	zij/pron	instantie/noun	loon_belasting/noun	voortaan/adv	netjes/adj	lidstaat/noun	die/det	statie_geld/noun	belasting/noun	tol/noun	lach/adj	vinger/noun	provincie/noun	premie/noun	mag/verb	college_geld/noun	dankbaar/adj	procent/noun	verzekeraar/noun	wanneer/comp	heffing/noun	opcentiemen/noun	om/comp	onroerend_zaak_belasting/noun	feestganger/noun	langzaam/adj	dan/adv	Francis/name	Henk/name	rente/noun	eventueel/adj	echter/adv	ministerie/noun	entree/noun	heer/noun	ze/pron	belasting_dienst/noun	in/verb	even/adj	Litmanen/name	arm/adj	toegang_prijs/noun	tegelijk/adj	op/prep	over/prep	alvast/adv	bovenop/prep	verontschuldig/adj	zondag_middag/noun	energie/prefix	inmiddels/adv	fiscus/noun	hak/noun	nergens/adv	immers/adv	boete/noun	anno/prep	taks/noun	daarna/adv	boven/prep	toch/adv	stad/noun	keer/noun	het/det	meer/adj	milieu_belasting/noun	louter/adj	terwijl/comp	of/vg	toeslag/noun	teatraal/adj	dwingend/adj	percentage/noun	glas/noun	land/noun	regering/noun	zonder/comp	sanctie/noun	hoofd/noun	hij/pron	hoog/adj	voorheffing/noun	ook/adv	opslag/noun	hulpeloos/adj
instantie/noun	0.85240424	0.7541952	0.7131911	0.87443453	0.63019156	0.9405099	0.5858787	0.8283261	0.7717206	0.95199573	0.8847922	0.80032635	0.7010516	0.796958	0.5223274	0.75724316	0.7239175	0.8589137	0.8016976	0.51381224	0.76290256	0.90619427	0.8931168	0.7896408	0.53069234	0.71521723	0.7912533	0.9400378	0.86735696	0.84300315	0.7201724	0.9581427	0.8079635	0.5854496	0.9275315	0.8338316	0.553485	0.65582496	0.8132569	0.7643131	0.6978837	0.6424145	0.95348	0.64910924	0.6652563	0.9266089	0.8754393	0.8069842	0.7254381	0.0	0.5384886	0.58997595	0.7246753	0.7445762	0.65341	0.84687334	0.58973885	0.6607647	0.8298048	0.8128742	0.62472296	0.5666262	0.79740185	0.6870825	0.92396796	0.8025053	0.5443508	0.70820796	0.66596645	0.75930107	0.7598994	0.8446605	0.9755602	0.95199406	0.73478866	0.72671175	0.82357234	0.6467675	0.6733593	0.66197073	0.5283799	0.7481741	0.8196911	0.77151215	0.5870568	0.66179395	0.8146927	0.869231	0.7804115	0.9082998	0.82778734	0.8612789	0.8066797	0.7982381	0.7768255	0.763209	0.9033147	0.83096635	0.67893183	0.5405232	0.7878	0.875993	0.64745224	0.6152767	0.92489797	0.7243451	0.82255644	0.8493197	0.9184587	0.6997254	0.9114018	0.83669055	0.83840466	0.8041438	0.8946432	0.68814737	0.7980052	0.6910283	0.98788136	0.7904134	0.6826031	0.86390495	0.88244015	0.7327976	0.8574584	0.68989295	0.82432413	0.7179384	0.84185237	0.6791252	0.8231604	0.86521864	0.77055514
loon_belasting/noun	0.84257406	0.7235307	0.6194527	0.84308076	0.7115085	0.93391335	0.42184615	0.62429714	0.8933302	0.97594327	0.923595	0.7857821	0.551062	0.79873747	0.48497957	0.4257105	0.95497024	0.912339	0.6880237	0.5152319	0.84988916	0.9458486	0.9015787	0.8609122	0.5961658	0.6143291	0.97836864	0.88792247	0.9025269	0.99267817	0.7029598	0.94957507	0.9016242	0.4917153	0.968459	0.55073094	0.5831908	0.6792917	0.60374427	0.96354586	0.9679675	0.36481887	0.9756175	0.74507457	0.49373645	0.8916913	0.60221744	0.7508199	0.6261005	0.5384886	0.0	0.45229566	0.58313525	0.68220055	0.6054132	0.8354001	0.3093503	0.7636506	0.8889968	0.9286396	0.7751348	0.36035794	0.69455403	0.662118	0.93365484	0.48454535	0.38565946	0.68162835	0.4181851	0.5164456	0.7251487	0.5112828	0.938275	0.87346286	0.7988478	0.7508511	0.9967491	0.36864048	0.46882737	0.6617661	0.6447321	0.85900366	0.921486	0.8904683	0.39315516	0.44566786	0.9513723	0.9772588	0.9444481	0.88544494	0.78121823	0.73836184	0.721085	0.9173229	0.53408	0.9769042	0.94411004	0.6570455	0.7304086	0.33045238	0.87640965	0.8653879	0.48033595	0.61268556	0.90018624	0.683928	0.89047575	0.7520682	0.96447194	0.7922936	0.87949675	0.88043535	0.83525735	0.6383139	0.8695085	0.7668656	0.74817514	0.5106462	0.96037996	0.91127336	0.45989656	0.92373264	0.89566934	0.6635641	0.7707994	0.7359222	0.8954758	0.93299174	0.6197659	0.4783389	0.8061055	0.77967113	0.96258736
voortaan/adv	0.82546264	0.7740055	0.52027345	0.79632086	0.6379149	0.9446404	0.53111184	0.4079678	0.9004673	0.9675238	0.93955266	0.7473773	0.46231657	0.6501523	0.40555912	0.37220746	0.9277185	0.8896694	0.7568727	0.47944254	0.886971	0.94210297	0.8363953	0.7424805	0.39580595	0.52848244	0.95881116	0.6956334	0.85968745	0.96681476	0.4753858	0.92182815	0.83331835	0.38704675	0.93767625	0.41656035	0.38393754	0.6498141	0.3825503	0.97121173	0.8226717	0.38666904	0.9354633	0.5981819	0.24863869	0.6946239	0.38741893	0.5369419	0.63648266	0.58997595	0.45229566	0.0	0.6118823	0.58182764	0.53293335	0.6849526	0.277802	0.6867155	0.9127177	0.91396797	0.51935333	0.34931862	0.5935325	0.746794	0.8938367	0.39360905	0.5436717	0.6052685	0.24143124	0.5407113	0.4870702	0.5134275	0.91071844	0.90944594	0.61651075	0.868778	0.9741007	0.4948163	0.40280318	0.6781282	0.6338265	0.8015212	0.855856	0.91060424	0.45808107	0.2907005	0.88969994	0.969925	0.8170843	0.8373787	0.7206687	0.52019966	0.5694715	0.6697625	0.40441972	0.98399365	0.924968	0.7459985	0.68819344	0.42327517	0.9388018	0.71577764	0.35666114	0.47606492	0.90929157	0.53491294	0.8945938	0.74439704	0.8496782	0.5452913	0.750032	0.7958479	0.62064326	0.49501932	0.8485502	0.6647582	0.5474302	0.5417807	0.95921844	0.8657384	0.5480174	0.8234401	0.7566086	0.5239745	0.5269754	0.7518577	0.8637607	0.93748593	0.47106642	0.37495047	0.75122523	0.7164843	0.89958084
netjes/adj	0.90887314	0.6664394	0.7709204	0.8620006	0.77687925	0.86154234	0.69314903	0.6975591	0.7188697	0.94938534	0.9291158	0.7214763	0.63257754	0.6986518	0.59069943	0.6724529	0.7780608	0.929673	0.95439464	0.65855205	0.9209106	0.7752028	0.9182148	0.9233319	0.5354819	0.6496788	0.83220804	0.97909415	0.71564245	0.83694017	0.7634781	0.75589013	0.8522459	0.7065799	0.75237846	0.7497324	0.6637954	0.6528374	0.66665256	0.86265033	0.66253746	0.69573927	0.88644177	0.54662657	0.6873094	0.8945092	0.77442205	0.6473986	0.69329345	0.7246753	0.58313525	0.6118823	0.0	0.68899095	0.6657777	0.93183184	0.5740721	0.68639946	0.6915536	0.81779957	0.8520194	0.6390041	0.6458815	0.81297135	0.8378503	0.8249912	0.6859036	0.69222236	0.6300345	0.6917229	0.69276935	0.77004147	0.8681289	0.78265536	0.6377252	0.84178555	0.9551579	0.6335429	0.6895831	0.88454336	0.7581618	0.92078006	0.63103795	0.6851456	0.62217176	0.5634862	0.60487354	0.9579931	0.8336369	0.8611402	0.83425266	0.823763	0.7855677	0.8654618	0.6984002	0.7478133	0.90441674	0.9335714	0.7839188	0.55775046	0.9376041	0.7583244	0.6284631	0.7246175	0.9399265	0.88479733	0.64755917	0.848005	0.6847024	0.75670105	0.9265789	0.8226538	0.72330964	0.7810997	0.88689566	0.64780104	0.67823935	0.79689777	0.9019416	0.9124901	0.75661147	0.7960439	0.8902647	0.6350714	0.68721974	0.8822464	0.8800002	0.81278855	0.7139213	0.74452555	0.8377383	0.8164195	0.7322569
lidstaat/noun	0.9196218	0.6668555	0.4658662	0.7742608	0.85643095	0.91734916	0.74716574	0.67389286	0.85895485	0.9559263	0.8905495	0.77243006	0.3897041	0.6587585	0.4683352	0.66444016	0.8959984	0.93969446	0.8900838	0.5763428	0.81153846	0.8559029	0.9365867	0.93444705	0.6108501	0.45910114	0.88431	0.7515499	0.79787076	0.94670117	0.6823561	0.93538475	0.82308316	0.6945399	0.8265861	0.6769382	0.60851383	0.747538	0.72503674	0.9184323	0.8908711	0.6886821	0.9482499	0.66597414	0.6415322	0.68289495	0.70913625	0.69012403	0.73721516	0.7445762	0.68220055	0.58182764	0.68899095	0.0	0.6822677	0.87812483	0.5207919	0.5610684	0.86001813	0.8853838	0.7754348	0.781917	0.6803153	0.7788612	0.92059374	0.8049755	0.7809652	0.7264854	0.53012526	0.7697517	0.5094912	0.8527078	0.94750786	0.7881884	0.8011831	0.85439557	0.9861055	0.70406413	0.5045436	0.6331067	0.7144077	0.944472	0.87682444	0.8402386	0.8139332	0.58802205	0.8878941	0.9061314	0.766008	0.90474045	0.74439275	0.70281464	0.7719655	0.866266	0.67477894	0.9418254	0.9647107	0.8230195	0.7304883	0.695085	0.9280166	0.7201054	0.50992703	0.5541271	0.9015412	0.752779	0.9130176	0.8142009	0.86460316	0.78308594	0.8719254	0.8501601	0.7412098	0.6111193	0.8715332	0.85436076	0.67459047	0.8229877	0.8360245	0.7758161	0.78792936	0.9488442	0.45722556	0.2410295	0.47644943	0.49730814	0.8714014	0.9022486	0.6487872	0.81833714	0.77041435	0.7987649	0.9105393
die/det	0.8903245	0.51331246	0.64702547	0.8841099	0.7027926	0.8555298	0.60368735	0.58218837	0.9058606	0.9727819	0.85140777	0.72062814	0.5421959	0.6500319	0.49940115	0.6613436	0.90633583	0.92266685	0.7780247	0.7457719	0.95460576	0.8580524	0.8627973	0.70896554	0.691565	0.68101794	0.852811	0.86526954	0.8385316	0.81671023	0.7824469	0.85838443	0.7935582	0.5017818	0.9281101	0.647128	0.5078616	0.6353415	0.60845745	0.8327117	0.8560514	0.62934893	0.91146153	0.6063955	0.48464698	0.89753956	0.624931	0.7921141	0.50279385	0.65341	0.6054132	0.53293335	0.6657777	0.6822677	0.0	0.57262075	0.4742583	0.5909447	0.8074237	0.89335144	0.637422	0.5716525	0.66098166	0.69345826	0.75391126	0.5747076	0.69836724	0.70425045	0.5315409	0.64735	0.5786175	0.7672825	0.9535132	0.8047857	0.60550237	0.89878947	0.9643616	0.67375183	0.51611	0.7028208	0.8696317	0.7930436	0.8550254	0.6275723	0.57611126	0.49892652	0.72045857	0.8665967	0.7950909	0.9128167	0.7062858	0.6040215	0.8242779	0.81657577	0.43964446	0.85914534	0.9216886	0.8671157	0.94935805	0.61585844	0.88424677	0.761656	0.5307564	0.54102963	0.83552307	0.4822001	0.8522445	0.80080974	0.7034431	0.5623659	0.9198201	0.8688818	0.63392925	0.66871536	0.7509644	0.758743	0.6561422	0.5763352	0.82618064	0.8224111	0.6513072	0.8519786	0.62708575	0.5893247	0.7445245	0.68134856	0.89402723	0.7188717	0.6418816	0.6031522	0.6722791	0.76513183	0.8156192
statie_geld/noun	0.8996758	0.8619376	0.7107348	0.9190812	0.81610215	0.94181156	0.7440424	0.63072276	0.9722871	0.9764187	0.9841784	0.9245593	0.65397286	0.5998082	0.73355496	0.77479035	0.90684587	0.94221765	0.9637953	0.9099754	0.9698924	0.9145725	0.88293433	0.8815709	0.9393879	0.74485576	0.93951416	0.72879136	0.88672477	0.93255055	0.9059992	0.902392	0.74612105	0.74805236	0.8655907	0.76619244	0.6882938	0.85995334	0.78746676	0.9024236	0.9459182	0.7844158	0.9195305	0.9060036	0.771969	0.8387793	0.5656032	0.68903416	0.897422	0.84687334	0.8354001	0.6849526	0.93183184	0.87812483	0.57262075	0.0	0.6790883	0.76126635	0.9499851	0.9335884	0.7857219	0.716439	0.8605565	0.72433865	0.9736914	0.7115848	0.8849945	0.89855045	0.6154231	0.80055046	0.6854856	0.81766504	0.8635105	0.93755174	0.8727472	0.93536395	0.9876707	0.80794597	0.7345898	0.8134924	0.9761017	0.7673349	0.9630009	0.9381928	0.82406425	0.6438212	0.9645872	0.9593817	0.82769454	0.79139227	0.9029568	0.6570298	0.90869397	0.8622709	0.648443	0.9309622	0.9090796	0.7128245	0.9495972	0.84738123	0.89075214	0.74732137	0.75041807	0.5977939	0.98160875	0.32271916	0.90001667	0.78048575	0.95448446	0.7981526	0.81593186	0.8251119	0.7828034	0.6018117	0.8802904	0.88060904	0.5345073	0.71455723	0.9242896	0.89077485	0.79050654	0.6129507	0.77406883	0.7373802	0.90190744	0.82157046	0.849496	0.96801376	0.7527249	0.682511	0.8626797	0.52188075	0.90875417
belasting/noun	0.7824031	0.7435921	0.30129963	0.77378136	0.6144964	0.95395815	0.31221807	0.41496623	0.9173194	0.9774665	0.9606992	0.75050306	0.2372821	0.6046126	0.23763067	0.23227799	0.9460361	0.88841075	0.76907605	0.46151114	0.92366076	0.9372178	0.74204576	0.8005687	0.44286537	0.3475061	0.9557451	0.7373035	0.87297463	0.9384829	0.48716974	0.9513926	0.84863925	0.3468489	0.96111035	0.27644706	0.45682853	0.49138772	0.4406376	0.9733883	0.8732993	0.19433862	0.96659863	0.6371474	0.3123843	0.7190798	0.4829707	0.505728	0.64585984	0.58973885	0.3093503	0.277802	0.5740721	0.5207919	0.4742583	0.6790883	0.0	0.5055529	0.9161825	0.9201681	0.55663157	0.33663785	0.6527933	0.60686386	0.9506121	0.27231812	0.5016737	0.6162393	0.15288895	0.32356775	0.47205502	0.5316621	0.9469747	0.8456733	0.65797246	0.8296007	0.9969374	0.32791573	0.33027625	0.6770693	0.6977682	0.84304297	0.90815675	0.89418125	0.366368	0.18047398	0.93835866	0.98144346	0.8722231	0.80233413	0.7580601	0.42972505	0.6130104	0.75970256	0.35654312	0.9659776	0.9639263	0.68545955	0.76561105	0.29032457	0.8234184	0.76972663	0.2611907	0.3382553	0.9018146	0.48002553	0.88175595	0.61378133	0.8796121	0.5452844	0.7843361	0.8587842	0.6161797	0.3030913	0.7889412	0.65779316	0.52898276	0.5031885	0.9493624	0.8545592	0.3497252	0.90932626	0.68502975	0.44236213	0.49002206	0.7490094	0.8980075	0.94918597	0.3264858	0.25512773	0.74934685	0.6744286	0.9266139
tol/noun	0.82696074	0.74613523	0.52244896	0.9181758	0.84265316	0.93269116	0.6248896	0.7531441	0.882835	0.9952605	0.9601694	0.75486475	0.45768994	0.71235377	0.5536631	0.6450194	0.978187	0.88703364	0.9175753	0.7046832	0.9530337	0.949892	0.64254284	0.88015616	0.61662376	0.4870782	0.9740605	0.9073923	0.864019	0.6976316	0.82191455	0.91809773	0.88172805	0.6703508	0.99127	0.6870976	0.6077715	0.7627251	0.68360084	0.9239254	0.88330084	0.67488873	0.95926416	0.7418363	0.6378028	0.92515415	0.7809539	0.76453954	0.847573	0.6607647	0.7636506	0.6867155	0.68639946	0.5610684	0.5909447	0.76126635	0.5055529	0.0	0.9414859	0.9551519	0.85357714	0.63757026	0.81369674	0.7223678	0.90264624	0.79471624	0.8022347	0.8329054	0.50970423	0.6955924	0.7526066	0.8387571	0.94526213	0.7293731	0.74818075	0.8563634	0.99375784	0.6269886	0.72698486	0.62910414	0.8432528	0.8562058	0.88160443	0.9127189	0.736722	0.52383304	0.9477435	0.95663375	0.9449356	0.83358645	0.8712231	0.7216214	0.8613615	0.9288188	0.6923187	0.98802185	0.9756598	0.9011826	0.87788707	0.7317997	0.79063296	0.77592534	0.65538955	0.49900472	0.9300945	0.64095026	0.915591	0.83034384	0.84863687	0.8130346	0.847633	0.92295074	0.72635055	0.5568715	0.92821324	0.853837	0.79591364	0.7150854	0.92878336	0.82299566	0.6883979	0.9568797	0.7751224	0.56119585	0.7596084	0.74604404	0.92656195	0.931434	0.63371336	0.78201896	0.8487896	0.7855852	0.91621405
lach/adj	0.8744984	0.7733352	0.8991828	0.9603434	0.9166605	0.97890013	0.94216526	0.8930266	0.5943036	0.9175331	0.7164149	0.6896979	0.9129243	0.776232	0.8272691	0.98178214	0.5922921	0.83893824	0.9630049	0.85948217	0.898507	0.6060482	0.98389906	0.77526027	0.8562908	0.9756889	0.57555145	0.94363314	0.6988679	0.692928	0.9712909	0.7205162	0.79583067	0.9215594	0.5797688	0.97994053	0.73469865	0.8457066	0.87737995	0.4220339	0.48002803	0.97671735	0.65364707	0.72646505	0.9017786	0.935026	0.8941315	0.7207478	0.82095635	0.8298048	0.8889968	0.9127177	0.6915536	0.86001813	0.8074237	0.9499851	0.9161825	0.9414859	0.0	0.6444906	0.9705394	0.9427155	0.75912035	0.8396611	0.6150926	0.96834457	0.85407436	0.68355966	0.96989125	0.9907947	0.84129417	0.98448646	0.84657526	0.7173133	0.7916508	0.74680084	0.72827065	0.92157763	0.8571935	0.7897789	0.88042635	0.6464431	0.5503551	0.63449025	0.8599623	0.89860004	0.5810394	0.7007346	0.72775745	0.94514275	0.7745236	0.917513	0.8975109	0.7014508	0.865955	0.48713505	0.6848631	0.9817909	0.7364345	0.881879	0.8362907	0.7907353	0.87851804	0.9132536	0.73534065	0.95976764	0.7216786	0.7318622	0.7378067	0.8764943	0.8635771	0.6938858	0.88510215	0.99151754	0.72052777	0.6605963	0.7677606	0.9436928	0.6211076	0.71263707	0.91109955	0.65849006	0.91573644	0.8865958	0.789379	0.87431	0.64966667	0.6121824	0.9326493	0.96598476	0.77824265	0.9443485	0.72346854
vinger/noun	0.99326134	0.784384	0.91952413	0.8696893	0.93565506	0.9510702	0.9200191	0.97536325	0.69324446	0.692549	0.7514211	0.8553725	0.92153585	0.93702453	0.84259564	0.9658953	0.33905035	0.8828795	0.9578464	0.90553147	0.95976996	0.4309507	0.9816714	0.94102913	0.9257419	0.90870833	0.33818334	0.55130553	0.4124896	0.8698803	0.9118184	0.7889182	0.7335845	0.94698787	0.5462183	0.96319807	0.8753233	0.9123348	0.96419597	0.6545326	0.676596	0.95114166	0.869189	0.83570445	0.9378904	0.96534574	0.9361993	0.7555536	0.74330187	0.8128742	0.9286396	0.91396797	0.81779957	0.8853838	0.89335144	0.9335884	0.9201681	0.9551519	0.6444906	0.0	0.9410694	0.9435855	0.866364	0.9166915	0.83230555	0.9768676	0.92001045	0.6258719	0.94500685	0.9521013	0.8437743	0.98326117	0.86628866	0.77066076	0.8348979	0.93604386	0.85513663	0.9361964	0.9424333	0.86570114	0.9388666	0.8627221	0.70728934	0.55386126	0.887772	0.9278145	0.53519744	0.9468848	0.61672693	0.94316125	0.79063755	0.8093147	0.8988143	0.8422096	0.9480281	0.5771405	0.83529645	0.97379607	0.8207239	0.92613083	0.8558297	0.90069085	0.9363742	0.9191322	0.8574661	0.9209455	0.5985216	0.81700444	0.88964707	0.97706294	0.9363954	0.8454263	0.8948845	0.94038874	0.897352	0.5234063	0.6922436	0.9357097	0.81446457	0.74963665	0.9228391	0.4997213	0.9686512	0.90814954	0.71092415	0.88518584	0.56006074	0.60926795	0.9520441	0.95102316	0.9234377	0.92315686	0.62383205
provincie/noun	0.8847538	0.85073465	0.63228905	0.8984922	0.4064228	0.98659915	0.7488712	0.59127295	0.9646098	0.971576	0.9640319	0.9192535	0.6942792	0.83919215	0.50655204	0.6929854	0.9495483	0.8645742	0.9366971	0.68880785	0.7833672	0.92655426	0.80226827	0.89245045	0.6881473	0.82673025	0.91062343	0.9483705	0.94551146	0.9734738	0.7886466	0.9675793	0.83579445	0.26599973	0.95191073	0.7323019	0.7826796	0.7464287	0.8006223	0.92233837	0.96289635	0.7231416	0.9701389	0.90356773	0.60726273	0.868497	0.65395737	0.74655324	0.88964826	0.62472296	0.7751348	0.51935333	0.8520194	0.7754348	0.637422	0.7857219	0.55663157	0.85357714	0.9705394	0.9410694	0.0	0.7095823	0.8288351	0.8159281	0.9766655	0.6537315	0.85046536	0.8857057	0.64723843	0.49020725	0.66217273	0.7389221	0.90162957	0.9289468	0.9425902	0.96420616	0.9950384	0.8297105	0.761291	0.836494	0.72927684	0.91393405	0.9842516	0.9701004	0.75302917	0.62729406	0.9885503	0.98433334	0.73416984	0.94031936	0.924235	0.70131934	0.9588359	0.8094282	0.6786366	0.93514955	0.96600974	0.8107815	0.87293077	0.8016234	0.9935711	0.88393676	0.6734857	0.79078454	0.919201	0.63104355	0.968619	0.84256744	0.9652348	0.21686834	0.8661189	0.870048	0.6932011	0.6026571	0.92712104	0.80543524	0.7777592	0.7445825	0.935023	0.8669105	0.7174747	0.9221197	0.7237011	0.7092557	0.88252485	0.8738408	0.9034961	0.99424016	0.7209748	0.6001067	0.8411633	0.7694855	0.90112877
premie/noun	0.7726982	0.86787236	0.56950796	0.8610686	0.47897303	0.9515085	0.43285578	0.59523964	0.9111176	0.98947597	0.96531713	0.84232056	0.55492187	0.8182875	0.46914834	0.34925318	0.9470247	0.931743	0.77004004	0.4567461	0.9738833	0.9542041	0.84711134	0.82817996	0.4144625	0.5169425	0.9583058	0.8912399	0.90652937	0.96666706	0.46853316	0.9133605	0.84527683	0.5535432	0.9767497	0.4315483	0.57150996	0.49084365	0.5244322	0.9344033	0.8685636	0.29653364	0.94522846	0.7720952	0.41462237	0.8267044	0.47282296	0.67631626	0.6106875	0.5666262	0.36035794	0.34931862	0.6390041	0.781917	0.5716525	0.716439	0.33663785	0.63757026	0.9427155	0.9435855	0.7095823	0.0	0.6814492	0.6404866	0.95580405	0.33332193	0.34029394	0.6543435	0.37327403	0.5708929	0.7319517	0.37617743	0.9013658	0.9070859	0.74092305	0.8441859	0.99809223	0.25558704	0.51393825	0.7768193	0.6692872	0.77704024	0.8947216	0.92343163	0.3306588	0.45493674	0.95205754	0.95617336	0.88360333	0.71209246	0.7974672	0.7082195	0.5494211	0.7226432	0.5037451	0.98488575	0.97268254	0.79849404	0.7678501	0.3096221	0.8151644	0.8230347	0.5119212	0.42558527	0.9264494	0.54288614	0.87852144	0.6564338	0.9485223	0.7256925	0.81710887	0.8852	0.7349787	0.4906742	0.89616525	0.6964896	0.6619277	0.25777626	0.9524745	0.8729098	0.39108473	0.8979009	0.8297918	0.767384	0.6811177	0.7976752	0.87820023	0.9539287	0.5559901	0.41423696	0.8549675	0.603146	0.92433435
mag/verb	0.9505631	0.55671585	0.71727705	0.8864045	0.75411236	0.8212409	0.80983055	0.7591436	0.87327373	0.97740996	0.79159635	0.64354086	0.7292851	0.7003028	0.6416989	0.6805396	0.87136286	0.8412618	0.86837447	0.68803215	0.9065701	0.9148352	0.91278553	0.69667876	0.56321967	0.7320857	0.9076763	0.8719648	0.75646	0.86943376	0.69403434	0.6741859	0.85241514	0.72908914	0.895283	0.7041803	0.48608476	0.8043802	0.69051623	0.9229696	0.7337409	0.6527177	0.7522436	0.5064422	0.5286517	0.71749425	0.5926403	0.7057133	0.59879977	0.79740185	0.69455403	0.5935325	0.6458815	0.6803153	0.66098166	0.8605565	0.6527933	0.81369674	0.75912035	0.866364	0.8288351	0.6814492	0.0	0.6218021	0.55188453	0.8038138	0.6753088	0.598464	0.58986735	0.8530402	0.5294384	0.6765374	0.8148615	0.8629831	0.5480931	0.9286434	0.9588738	0.7037549	0.59658694	0.70918477	0.8419297	0.9361068	0.84667516	0.6822903	0.6769589	0.6763433	0.6894201	0.9580672	0.865446	0.8393505	0.730914	0.84736764	0.72418994	0.66002035	0.81084913	0.9016875	0.7226852	0.95312023	0.8276275	0.6819	0.91130525	0.7689558	0.6049577	0.68569744	0.86690164	0.77751267	0.76808375	0.86263824	0.6044333	0.8380957	0.75478137	0.73818433	0.7018821	0.757303	0.8537998	0.6823081	0.65042984	0.76105666	0.9687169	0.80367804	0.7965322	0.84354067	0.8507402	0.72371197	0.6811124	0.71178514	0.9263329	0.80199194	0.69578636	0.790751	0.4846881	0.8291758	0.9077248
college_geld/noun	0.8033364	0.79143155	0.58001834	0.92364734	0.6870544	0.8866789	0.73155785	0.78277344	0.94048	0.9949569	0.95292926	0.8485621	0.6019964	0.75781024	0.48010904	0.7123066	0.9428451	0.9898067	0.9131333	0.77258795	0.95847684	0.9246695	0.8704761	0.63140714	0.6018913	0.6863077	0.9449397	0.9544319	0.8734842	0.9655971	0.8731367	0.926965	0.90169644	0.7225744	0.93067396	0.677475	0.6506896	0.660836	0.8442194	0.94701314	0.97515756	0.75525415	0.91898024	0.7793189	0.65128124	0.7732327	0.69577646	0.858567	0.7362695	0.6870825	0.662118	0.746794	0.81297135	0.7788612	0.69345826	0.72433865	0.60686386	0.7223678	0.8396611	0.9166915	0.8159281	0.6404866	0.6218021	0.0	0.9143396	0.7712124	0.6704808	0.7969981	0.6786625	0.78243923	0.7329083	0.7555528	0.9012518	0.9193212	0.8272902	0.7821458	0.9939045	0.601906	0.6887926	0.81234396	0.77435786	0.8809089	0.8931079	0.84825593	0.67452914	0.72939456	0.93603766	0.9764221	0.81152445	0.80151343	0.9255454	0.8446397	0.8635809	0.87465954	0.86652166	0.9557488	0.9854555	0.86070526	0.950833	0.6908586	0.8080517	0.9322651	0.7638139	0.6357012	0.9834399	0.6818478	0.81547046	0.88281196	0.8953272	0.81542337	0.6690355	0.7031521	0.8616576	0.74019045	0.8415066	0.7548379	0.7725709	0.7274357	0.9070224	0.8775164	0.7267152	0.9186001	0.7745727	0.8015553	0.84252787	0.6870687	0.9170477	0.8892044	0.69294274	0.84668	0.87104076	0.81407905	0.91695935
dankbaar/adj	0.95037633	0.657255	0.9523403	0.9630885	0.96647394	0.8548804	0.9541493	0.98372614	0.7712208	0.945918	0.68152666	0.80449283	0.96929497	0.8598113	0.9392377	0.9601207	0.76931334	0.83167505	0.9873441	0.9619336	0.99881685	0.7933934	0.8005455	0.8421841	0.9297372	0.9657765	0.81383896	0.9521365	0.8437926	0.6217813	0.9463167	0.54661083	0.9572984	0.9223291	0.89197195	0.97286063	0.7105106	0.97186744	0.94313383	0.7496183	0.71425706	0.9698865	0.5694803	0.67968416	0.8635374	0.9624431	0.9273144	0.79394394	0.66993666	0.92396796	0.93365484	0.8938367	0.8378503	0.92059374	0.75391126	0.9736914	0.9506121	0.90264624	0.6150926	0.83230555	0.9766655	0.95580405	0.55188453	0.9143396	0.0	0.99486357	0.9462858	0.7175133	0.9519535	0.98276025	0.8452659	0.96207654	0.70411325	0.8954238	0.55877316	0.943196	0.8388319	0.95347255	0.9115979	0.7842843	0.99492735	0.96878076	0.73643833	0.55586076	0.9742538	0.95633686	0.6120722	0.86547947	0.90256554	0.8321613	0.6922028	0.9070114	0.8574175	0.62886363	0.92625356	0.82122326	0.71778035	0.9939805	0.93794376	0.93429065	0.7618186	0.86019456	0.86217654	0.9354068	0.74445283	0.9400535	0.6520921	0.9121939	0.6171515	0.98374504	0.8891249	0.9303755	0.9001924	0.97527075	0.8558308	0.7228789	0.7457459	0.94695014	0.8612888	0.8343675	0.95871043	0.84888273	0.9576176	0.93825555	0.921264	0.9077618	0.8616394	0.6563888	0.89407825	0.98670006	0.6108646	0.9250231	0.8343997
